Past 7 days analysis,SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range,Past 7 days
Mkushi,134912428,Central,Mkushi,Urban,Female,1,,D,Secondary,Christian,Not employed,D,"K 1675- K2,499",,35 – 44,"Mkushi,KNC"
Radio 1,134953622,Central,Kapiri Mposhi,Urban,Female,1,,D,Primary,Christian,Employed for cash,D,"K 1675- K2,499",,35 – 44,"KNC,Radio 1,Joy,Sun FM"
Joy,134953622,Central,Kapiri Mposhi,Urban,Female,1,,D,Primary,Christian,Employed for cash,D,"K 1675- K2,499",,35 – 44,"KNC,Radio 1,Joy,Sun FM"
KNC,134953622,Central,Kapiri Mposhi,Urban,Female,1,,D,Primary,Christian,Employed for cash,D,"K 1675- K2,499",,35 – 44,"KNC,Radio 1,Joy,Sun FM"
Sun FM,134953622,Central,Kapiri Mposhi,Urban,Female,1,,D,Primary,Christian,Employed for cash,D,"K 1675- K2,499",,35 – 44,"KNC,Radio 1,Joy,Sun FM"
Radio 1,134953712,Central,Kapiri Mposhi,Urban,Female,2,,D,Secondary,Christian,Not employed,D,"K 1675- K2,499",,15 – 18,"Radio 1,Radio 2,Sun FM"
Sun FM,134953712,Central,Kapiri Mposhi,Urban,Female,2,,D,Secondary,Christian,Not employed,D,"K 1675- K2,499",,15 – 18,"Radio 1,Radio 2,Sun FM"
Radio 2,134953712,Central,Kapiri Mposhi,Urban,Female,2,,D,Secondary,Christian,Not employed,D,"K 1675- K2,499",,15 – 18,"Radio 1,Radio 2,Sun FM"
Radio 4,134957696,Central,Kapiri Mposhi,Urban,Male,2,,D,Tertiary,Christian,Not employed,D,"K 1675- K2,499",,25 – 34,"Radio 4,Radio 1,Radio 2"
Radio 1,134957696,Central,Kapiri Mposhi,Urban,Male,2,,D,Tertiary,Christian,Not employed,D,"K 1675- K2,499",,25 – 34,"Radio 4,Radio 1,Radio 2"
Radio 2,134957696,Central,Kapiri Mposhi,Urban,Male,2,,D,Tertiary,Christian,Not employed,D,"K 1675- K2,499",,25 – 34,"Radio 4,Radio 1,Radio 2"
Radio 1,135046406,Central,Kapiri Mposhi,Rural,Male,1,,D,Secondary,Christian,Employed for cash,D,"K 1675- K2,499",,25 – 34,"KNC,Radio 1"
KNC,135046406,Central,Kapiri Mposhi,Rural,Male,1,,D,Secondary,Christian,Employed for cash,D,"K 1675- K2,499",,25 – 34,"KNC,Radio 1"
Radio 1,135087472,Central,Kapiri Mposhi,Rural,Female,3,,D,Secondary,Christian,Employed for cash,D,"K 1675- K2,499",,19 – 24,"Phoenix,Radio 1"
Phoenix,135087472,Central,Kapiri Mposhi,Rural,Female,3,,D,Secondary,Christian,Employed for cash,D,"K 1675- K2,499",,19 – 24,"Phoenix,Radio 1"
KNC,135120130,Central,Kapiri Mposhi,Rural,Male,1,,D,Tertiary,Christian,Employed not for cash,D,"K 1675- K2,499",,19 – 24,KNC
Maranatha,135120134,Central,Kabwe,Urban,Female,1,,D,Primary,Other,Not employed,D,"K 1675- K2,499",,25 – 34,"KNC,Maranatha"
KNC,135120134,Central,Kabwe,Urban,Female,1,,D,Primary,Other,Not employed,D,"K 1675- K2,499",,25 – 34,"KNC,Maranatha"
Radio 1,135141188,Central,Kabwe,Urban,Female,2,,D,Secondary,Christian,Employed for cash,D,"K 1675- K2,499",,25 – 34,"Radio 1,Maranatha"
Maranatha,135141188,Central,Kabwe,Urban,Female,2,,D,Secondary,Christian,Employed for cash,D,"K 1675- K2,499",,25 – 34,"Radio 1,Maranatha"
Radio 1,135166576,Central,Kabwe,Urban,Male,2,,D,Secondary,Christian,Employed for cash,D,"K 1675- K2,499",,45+,"KNC,Radio 1,Power,Maranatha"
Power,135166576,Central,Kabwe,Urban,Male,2,,D,Secondary,Christian,Employed for cash,D,"K 1675- K2,499",,45+,"KNC,Radio 1,Power,Maranatha"
KNC,135166576,Central,Kabwe,Urban,Male,2,,D,Secondary,Christian,Employed for cash,D,"K 1675- K2,499",,45+,"KNC,Radio 1,Power,Maranatha"
Maranatha,135166576,Central,Kabwe,Urban,Male,2,,D,Secondary,Christian,Employed for cash,D,"K 1675- K2,499",,45+,"KNC,Radio 1,Power,Maranatha"
Radio 4,135189073,Central,Kabwe,Urban,Female,3,,D,Tertiary,Christian,Not employed,D,"K 1675- K2,499",,25 – 34,Radio 4
Luanginga Cheke,134579401,Western,Kaoma,Rural,Female,1,,D,Don’t know/refuse,Christian,Don’t know/refuse,,Do not know,,15 – 18,Luanginga Cheke
Lyambai,134579403,Western,Kaoma,Rural,Female,1,,D,No formal education,Christian,Not employed,,Do not know,,19 – 24,"Luanginga Cheke,Lyambai"
Luanginga Cheke,134579403,Western,Kaoma,Rural,Female,1,,D,No formal education,Christian,Not employed,,Do not know,,19 – 24,"Luanginga Cheke,Lyambai"
Radio 1,134587437,Western,Kaoma,Rural,Male,2,,D,Primary,Christian,Employed for cash,,Do not know,,25 – 34,"Radio 1,Lyambai"
Lyambai,134587437,Western,Kaoma,Rural,Male,2,,D,Primary,Christian,Employed for cash,,Do not know,,25 – 34,"Radio 1,Lyambai"
Liseli,134623538,Western,Kaoma,Rural,Female,1,,D,Secondary,Christian,Not employed,,Do not know,,19 – 24,Liseli
Radio 1,134811309,Western,Kaoma,Rural,Male,1,,D,Primary,Christian,Employed for cash,,Do not know,,45+,"Radio 1,Luanginga Cheke,Radio 2,Liseli"
Luanginga Cheke,134811309,Western,Kaoma,Rural,Male,1,,D,Primary,Christian,Employed for cash,,Do not know,,45+,"Radio 1,Luanginga Cheke,Radio 2,Liseli"
Liseli,134811309,Western,Kaoma,Rural,Male,1,,D,Primary,Christian,Employed for cash,,Do not know,,45+,"Radio 1,Luanginga Cheke,Radio 2,Liseli"
Radio 2,134811309,Western,Kaoma,Rural,Male,1,,D,Primary,Christian,Employed for cash,,Do not know,,45+,"Radio 1,Luanginga Cheke,Radio 2,Liseli"
Lyambai,134854045,Western,Lukulu,Rural,Female,1,,D,Primary,Christian,Not employed,,Do not know,,15 – 18,"Lukulu,Liseli,Lyambai"
Liseli,134854045,Western,Lukulu,Rural,Female,1,,D,Primary,Christian,Not employed,,Do not know,,15 – 18,"Lukulu,Liseli,Lyambai"
Lukulu,134854045,Western,Lukulu,Rural,Female,1,,D,Primary,Christian,Not employed,,Do not know,,15 – 18,"Lukulu,Liseli,Lyambai"
Liseli,134922168,Western,Mongu,Rural,Female,1,,D,Primary,Christian,Employed for cash,,Do not know,,19 – 24,Liseli
Lyambai,134930647,Western,Mongu,Rural,Female,1,,D,Primary,Christian,Not employed,,Do not know,,15 – 18,Lyambai
Lyambai,134947612,Western,Mongu,Urban,Female,3,,D,Primary,Christian,Not employed,,Do not know,,19 – 24,"Liseli,Lyambai"
Liseli,134947612,Western,Mongu,Urban,Female,3,,D,Primary,Christian,Not employed,,Do not know,,19 – 24,"Liseli,Lyambai"
Radio 1,135033642,Western,Kalabo,Rural,Male,3,,D,Secondary,Christian,Not employed,,Do not know,,19 – 24,Radio 1
Radio 1,135042787,Western,Kalabo,Rural,Female,1,,D,Primary,Christian,Not employed,,Do not know,,15 – 18,"Radio 1,Liseli"
Liseli,135042787,Western,Kalabo,Rural,Female,1,,D,Primary,Christian,Not employed,,Do not know,,15 – 18,"Radio 1,Liseli"
Nmano,134575903,Northern,Mungwi,Rural,Female,1,,D,Secondary,Christian,Not employed,,Do not know,,15 – 18,"Radio Christian Voice,Lutanda,Parliament,Nmano"
Radio Christian Voice,134575903,Northern,Mungwi,Rural,Female,1,,D,Secondary,Christian,Not employed,,Do not know,,15 – 18,"Radio Christian Voice,Lutanda,Parliament,Nmano"
Lutanda,134575903,Northern,Mungwi,Rural,Female,1,,D,Secondary,Christian,Not employed,,Do not know,,15 – 18,"Radio Christian Voice,Lutanda,Parliament,Nmano"
Parliament,134575903,Northern,Mungwi,Rural,Female,1,,D,Secondary,Christian,Not employed,,Do not know,,15 – 18,"Radio Christian Voice,Lutanda,Parliament,Nmano"
Nmano,134659932,Northern,Mungwi,Rural,Female,1,,D,No formal education,Christian,Not employed,,Do not know,,19 – 24,"Lutanda,Nmano"
Lutanda,134659932,Northern,Mungwi,Rural,Female,1,,D,No formal education,Christian,Not employed,,Do not know,,19 – 24,"Lutanda,Nmano"
Mpika,134994528,Muchinga,Mpika,Rural,Female,2,,D,Secondary,Christian,Not employed,,Do not know,,19 – 24,Mpika
Mpika,134920549,Muchinga,Mpika,Urban,Female,3,,D,Secondary,Christian,Not employed,,Do not know,,15 – 18,Mpika
Radio 1,135144530,Muchinga,Chinsali,Rural,Female,2,,D,Primary,Christian,Not employed,,Do not know,,19 – 24,"Radio 1,Muchinga,Radio 2"
Muchinga,135144530,Muchinga,Chinsali,Rural,Female,2,,D,Primary,Christian,Not employed,,Do not know,,19 – 24,"Radio 1,Muchinga,Radio 2"
Radio 2,135144530,Muchinga,Chinsali,Rural,Female,2,,D,Primary,Christian,Not employed,,Do not know,,19 – 24,"Radio 1,Muchinga,Radio 2"
Radio 1,134802322,Muchinga,Mpika,Urban,Male,2,,D,Tertiary,Christian,Employed for cash,,Do not know,,25 – 34,"Radio 1,Radio 2,Mpika"
Mpika,134802322,Muchinga,Mpika,Urban,Male,2,,D,Tertiary,Christian,Employed for cash,,Do not know,,25 – 34,"Radio 1,Radio 2,Mpika"
Radio 2,134802322,Muchinga,Mpika,Urban,Male,2,,D,Tertiary,Christian,Employed for cash,,Do not know,,25 – 34,"Radio 1,Radio 2,Mpika"
Mpika,134914233,Muchinga,Mpika,Rural,Male,1,,D,Secondary,Christian,Not employed,,Do not know,,15 – 18,Mpika
Mpika,134888500,Muchinga,Mpika,Urban,Female,1,,D,Secondary,Christian,Not employed,,Do not know,,19 – 24,Mpika
Radio 1,134840089,Muchinga,Mpika,Urban,Male,1,,D,Tertiary,Christian,Not employed,,Do not know,,19 – 24,"Radio 1,Radio 2,Mpika,Parliament"
Mpika,134840089,Muchinga,Mpika,Urban,Male,1,,D,Tertiary,Christian,Not employed,,Do not know,,19 – 24,"Radio 1,Radio 2,Mpika,Parliament"
Parliament,134840089,Muchinga,Mpika,Urban,Male,1,,D,Tertiary,Christian,Not employed,,Do not know,,19 – 24,"Radio 1,Radio 2,Mpika,Parliament"
Radio 2,134840089,Muchinga,Mpika,Urban,Male,1,,D,Tertiary,Christian,Not employed,,Do not know,,19 – 24,"Radio 1,Radio 2,Mpika,Parliament"
Mpika,134888499,Muchinga,Mpika,Urban,Female,1,,D,Secondary,Christian,Not employed,,Do not know,,19 – 24,Mpika
Mpika,134820193,Muchinga,Mpika,Urban,Male,1,,D,Secondary,Christian,Not employed,,Do not know,,19 – 24,Mpika
Mpika,134944676,Muchinga,Mpika,Rural,Male,2,,D,Secondary,Christian,Not employed,,Do not know,,15 – 18,Mpika
Radio 1,134847536,Muchinga,Mpika,Urban,Male,1,,D,Secondary,Christian,Not employed,,Do not know,,15 – 18,Radio 1
Radio 1,134817235,Muchinga,Mpika,Urban,Female,1,,D,Secondary,Christian,Not employed,,Do not know,,19 – 24,"Radio 1,Radio 2"
Radio 2,134817235,Muchinga,Mpika,Urban,Female,1,,D,Secondary,Christian,Not employed,,Do not know,,19 – 24,"Radio 1,Radio 2"
Muchinga,135139060,Muchinga,Chinsali,Rural,Female,1,,D,Secondary,Christian,Not employed,,Do not know,,15 – 18,Muchinga
Isoka,134591799,Muchinga,Isoka,Urban,Female,1,,D,Primary,Christian,Not employed,,Do not know,,15 – 18,Isoka
Radio 2,134593012,Muchinga,Isoka,Rural,Male,1,,D,Secondary,Christian,Not employed,,Do not know,,19 – 24,Radio 2
Isoka,134593013,Muchinga,Isoka,Rural,Female,1,,D,Secondary,Christian,Not employed,,Do not know,,15 – 18,Isoka
Radio 2,134593014,Muchinga,Isoka,Rural,Male,1,,D,Secondary,Christian,Not employed,,Do not know,,25 – 34,Radio 2
Isoka,134593167,Muchinga,Isoka,Urban,Female,2,,D,Secondary,Christian,Employed for cash,,Do not know,,19 – 24,Isoka
Isoka,134593170,Muchinga,Isoka,Urban,Female,2,,D,Secondary,Christian,Employed for cash,,Do not know,,25 – 34,Isoka
Radio 1,134802323,Muchinga,Mpika,Urban,Male,2,,D,Tertiary,Christian,Employed for cash,,Do not know,,25 – 34,"Radio 1,Radio 2"
Radio 2,134802323,Muchinga,Mpika,Urban,Male,2,,D,Tertiary,Christian,Employed for cash,,Do not know,,25 – 34,"Radio 1,Radio 2"
Radio 1,134874965,Muchinga,Mpika,Urban,Male,2,,D,Primary,Christian,Not employed,,Do not know,,35 – 44,"Radio 1,Radio 2,Mpika"
Mpika,134874965,Muchinga,Mpika,Urban,Male,2,,D,Primary,Christian,Not employed,,Do not know,,35 – 44,"Radio 1,Radio 2,Mpika"
Radio 2,134874965,Muchinga,Mpika,Urban,Male,2,,D,Primary,Christian,Not employed,,Do not know,,35 – 44,"Radio 1,Radio 2,Mpika"
Radio 1,134883678,Muchinga,Mpika,Urban,Female,1,,D,Primary,Christian,Not employed,,Do not know,,19 – 24,"Radio 1,BBC"
BBC,134883678,Muchinga,Mpika,Urban,Female,1,,D,Primary,Christian,Not employed,,Do not know,,19 – 24,"Radio 1,BBC"
Mpika,134886401,Muchinga,Mpika,Rural,Female,2,,D,Primary,Christian,Not employed,,Do not know,,15 – 18,Mpika
Mpika,134886402,Muchinga,Mpika,Rural,Female,2,,D,Primary,Christian,Not employed,,Do not know,,15 – 18,Mpika
Mpika,134907089,Muchinga,Mpika,Urban,Female,2,,D,Tertiary,Christian,Not employed,,Do not know,,19 – 24,"Radio 2,Mpika"
Radio 2,134907089,Muchinga,Mpika,Urban,Female,2,,D,Tertiary,Christian,Not employed,,Do not know,,19 – 24,"Radio 2,Mpika"
Mpika,134920576,Muchinga,Mpika,Urban,Male,1,,D,Primary,Christian,Not employed,,Do not know,,15 – 18,Mpika
Mpika,134920577,Muchinga,Mpika,Urban,Female,1,,D,Secondary,Christian,Not employed,,Do not know,,15 – 18,Mpika
Mpika,134954272,Muchinga,Mpika,Rural,Male,1,,D,Secondary,Christian,Not employed,,Do not know,,15 – 18,Mpika
Radio 4,134974994,Muchinga,Mpika,Rural,Female,1,,D,Secondary,Christian,Not employed,,Do not know,,15 – 18,Radio 4
Muchinga,135116989,Muchinga,Chinsali,Rural,Female,1,,D,Primary,Christian,Not employed,,Do not know,,25 – 34,Muchinga
Radio 4,135121826,Muchinga,Chinsali,Urban,Male,1,,D,Secondary,Christian,Not employed,,Do not know,,19 – 24,"Radio 4,Radio 1"
Radio 1,135121826,Muchinga,Chinsali,Urban,Male,1,,D,Secondary,Christian,Not employed,,Do not know,,19 – 24,"Radio 4,Radio 1"
Muchinga,135121888,Muchinga,Chinsali,Urban,Female,1,,D,Primary,Christian,Not employed,,Do not know,,15 – 18,Muchinga
Muchinga,135142855,Muchinga,Chinsali,Rural,Female,1,,D,Secondary,Christian,Not employed,,Do not know,,25 – 34,Muchinga
Nchelenge,134699420,Luapula,Nchelenge,Rural,Male,3,,D,Secondary,Christian,Not employed,,Do not know,,19 – 24,"Luapula,Nchelenge"
Luapula,134699420,Luapula,Nchelenge,Rural,Male,3,,D,Secondary,Christian,Not employed,,Do not know,,19 – 24,"Luapula,Nchelenge"
Yangeni,134882112,Luapula,Mansa,Rural,Female,1,,D,Secondary,Christian,Not employed,,Do not know,,19 – 24,Yangeni
Bangwela,134590020,Luapula,Samfya,Urban,Male,2,,D,Primary,Christian,Not employed,,Do not know,,45+,Bangwela
Radio 2,135181095,Central,Kabwe,Urban,Female,1,,D,Secondary,Christian,Employed for cash,,Do not know,,25 – 34,"KNC,Komboni,Radio 2"
KNC,135181095,Central,Kabwe,Urban,Female,1,,D,Secondary,Christian,Employed for cash,,Do not know,,25 – 34,"KNC,Komboni,Radio 2"
Komboni,135181095,Central,Kabwe,Urban,Female,1,,D,Secondary,Christian,Employed for cash,,Do not know,,25 – 34,"KNC,Komboni,Radio 2"
Power,135118017,Central,Kabwe,Urban,Male,3,,D,Secondary,Christian,Not employed,,Do not know,,15 – 18,"KNC,Power"
KNC,135118017,Central,Kabwe,Urban,Male,3,,D,Secondary,Christian,Not employed,,Do not know,,15 – 18,"KNC,Power"
Mkushi,134849440,Central,Mkushi,Rural,Male,1,,D,Tertiary,Christian,Employed for cash,,Do not know,,35 – 44,Mkushi
KNC,134912427,Central,Mkushi,Urban,Female,3,,D,Secondary,Christian,Not employed,,Do not know,,25 – 34,"Mkushi,KNC"
Mkushi,134912427,Central,Mkushi,Urban,Female,3,,D,Secondary,Christian,Not employed,,Do not know,,25 – 34,"Mkushi,KNC"
Radio 1,135076265,Central,Kapiri Mposhi,Rural,Female,1,,D,Secondary,Christian,Not employed,,Do not know,,15 – 18,"KNC,Radio 1"
KNC,135076265,Central,Kapiri Mposhi,Rural,Female,1,,D,Secondary,Christian,Not employed,,Do not know,,15 – 18,"KNC,Radio 1"
Mkushi,134906052,Central,Mkushi,Rural,Female,3,,D,Secondary,Christian,Not employed,,Do not know,,15 – 18,Mkushi
Power,134584236,Central,Serenje,Urban,Male,1,,D,Tertiary,Christian,Not employed,,Do not know,,19 – 24,Power
Radio 1,134608556,Central,Serenje,Urban,Female,1,,D,Tertiary,Christian,Employed for cash,,Do not know,,35 – 44,"Serenje,Radio 1,Radio 2"
Serenje,134608556,Central,Serenje,Urban,Female,1,,D,Tertiary,Christian,Employed for cash,,Do not know,,35 – 44,"Serenje,Radio 1,Radio 2"
Radio 2,134608556,Central,Serenje,Urban,Female,1,,D,Tertiary,Christian,Employed for cash,,Do not know,,35 – 44,"Serenje,Radio 1,Radio 2"
Radio 1,134733978,Central,Serenje,Rural,Male,3,,D,Secondary,Christian,Not employed,,Do not know,,19 – 24,Radio 1
KNC,134849446,Central,Mkushi,Urban,Female,2,,D,Secondary,Christian,Employed for cash,,Do not know,,25 – 34,"Mkushi,KNC,Radio 1"
Radio 1,134849446,Central,Mkushi,Urban,Female,2,,D,Secondary,Christian,Employed for cash,,Do not know,,25 – 34,"Mkushi,KNC,Radio 1"
Mkushi,134849446,Central,Mkushi,Urban,Female,2,,D,Secondary,Christian,Employed for cash,,Do not know,,25 – 34,"Mkushi,KNC,Radio 1"
Radio 1,134946926,Central,Kapiri Mposhi,Urban,Female,3,,D,Secondary,Muslim,Not employed,,Do not know,,25 – 34,Radio 1
Radio 1,135031767,Central,Kapiri Mposhi,Rural,Female,1,,D,Secondary,Christian,Not employed,,Do not know,,15 – 18,"KNC,Radio 1"
KNC,135031767,Central,Kapiri Mposhi,Rural,Female,1,,D,Secondary,Christian,Not employed,,Do not know,,15 – 18,"KNC,Radio 1"
Lyambai,134572213,Western,Kaoma,Rural,Female,1,,D,Primary,Christian,Not employed,,No Income,,25 – 34,"Liseli,Lyambai"
Liseli,134572213,Western,Kaoma,Rural,Female,1,,D,Primary,Christian,Not employed,,No Income,,25 – 34,"Liseli,Lyambai"
Radio 1,134577100,Western,Kaoma,Rural,Male,1,,D,Primary,Christian,Not employed,,No Income,,25 – 34,"Radio 4,Radio 1,Radio 2,Lukulu,Liseli"
Lukulu,134577100,Western,Kaoma,Rural,Male,1,,D,Primary,Christian,Not employed,,No Income,,25 – 34,"Radio 4,Radio 1,Radio 2,Lukulu,Liseli"
Radio 2,134577100,Western,Kaoma,Rural,Male,1,,D,Primary,Christian,Not employed,,No Income,,25 – 34,"Radio 4,Radio 1,Radio 2,Lukulu,Liseli"
Radio 4,134577100,Western,Kaoma,Rural,Male,1,,D,Primary,Christian,Not employed,,No Income,,25 – 34,"Radio 4,Radio 1,Radio 2,Lukulu,Liseli"
Liseli,134577100,Western,Kaoma,Rural,Male,1,,D,Primary,Christian,Not employed,,No Income,,25 – 34,"Radio 4,Radio 1,Radio 2,Lukulu,Liseli"
Radio 1,134577101,Western,Kaoma,Rural,Male,1,,D,Primary,Christian,Employed for cash,,No Income,,35 – 44,Radio 1
Liseli,134582221,Western,Kaoma,Rural,Female,1,,D,Secondary,Christian,Not employed,,No Income,,19 – 24,Liseli
Luanginga Cheke,134593906,Western,Kaoma,Rural,Female,1,,D,Primary,Christian,Not employed,,No Income,,35 – 44,Luanginga Cheke
Liseli,134595796,Western,Kaoma,Rural,Female,1,,D,Secondary,Christian,Not employed,,No Income,,25 – 34,Liseli
Luanginga Cheke,134611639,Western,Kaoma,Rural,Female,1,,D,Secondary,Christian,Not employed,,No Income,,25 – 34,"Luanginga Cheke,Liseli"
Liseli,134611639,Western,Kaoma,Rural,Female,1,,D,Secondary,Christian,Not employed,,No Income,,25 – 34,"Luanginga Cheke,Liseli"
Radio 2,134611641,Western,Kaoma,Rural,Male,1,,D,Tertiary,Christian,Not employed,,No Income,,45+,Radio 2
Radio 1,134637634,Western,Kaoma,Rural,Male,1,,D,Secondary,Christian,Not employed,,No Income,,25 – 34,Radio 1
Lyambai,134637635,Western,Kaoma,Rural,Female,1,,D,Secondary,Christian,Not employed,,No Income,,19 – 24,Lyambai
Luanginga Cheke,134648917,Western,Kaoma,Rural,Female,1,,D,Primary,Christian,Not employed,,No Income,,25 – 34,"Luanginga Cheke,Radio 2,Liseli"
Liseli,134648917,Western,Kaoma,Rural,Female,1,,D,Primary,Christian,Not employed,,No Income,,25 – 34,"Luanginga Cheke,Radio 2,Liseli"
Radio 2,134648917,Western,Kaoma,Rural,Female,1,,D,Primary,Christian,Not employed,,No Income,,25 – 34,"Luanginga Cheke,Radio 2,Liseli"
Radio 1,134648918,Western,Kaoma,Rural,Male,1,,D,Primary,Christian,Not employed,,No Income,,35 – 44,"Radio 1,Luanginga Cheke"
Luanginga Cheke,134648918,Western,Kaoma,Rural,Male,1,,D,Primary,Christian,Not employed,,No Income,,35 – 44,"Radio 1,Luanginga Cheke"
Radio 1,134657575,Western,Kaoma,Urban,Female,1,,D,Secondary,Christian,Employed for cash,,No Income,,25 – 34,"Radio 1,Liseli"
Liseli,134657575,Western,Kaoma,Urban,Female,1,,D,Secondary,Christian,Employed for cash,,No Income,,25 – 34,"Radio 1,Liseli"
Liseli,134657576,Western,Kaoma,Urban,Male,2,,D,Secondary,Christian,Employed for cash,,No Income,,25 – 34,Liseli
Radio 1,134688604,Western,Kaoma,Urban,Male,2,,D,Primary,Christian,Not employed,,No Income,,45+,"Radio 1,Radio 2"
Radio 2,134688604,Western,Kaoma,Urban,Male,2,,D,Primary,Christian,Not employed,,No Income,,45+,"Radio 1,Radio 2"
Radio 1,134688605,Western,Kaoma,Urban,Female,2,,D,Secondary,Christian,Not employed,,No Income,,19 – 24,"Radio 1,Radio 2,Liseli"
Liseli,134688605,Western,Kaoma,Urban,Female,2,,D,Secondary,Christian,Not employed,,No Income,,19 – 24,"Radio 1,Radio 2,Liseli"
Radio 2,134688605,Western,Kaoma,Urban,Female,2,,D,Secondary,Christian,Not employed,,No Income,,19 – 24,"Radio 1,Radio 2,Liseli"
Luanginga Cheke,134688606,Western,Kaoma,Rural,Female,2,,D,Primary,Christian,Not employed,,No Income,,45+,"Luanginga Cheke,Radio 2,Liseli"
Liseli,134688606,Western,Kaoma,Rural,Female,2,,D,Primary,Christian,Not employed,,No Income,,45+,"Luanginga Cheke,Radio 2,Liseli"
Radio 2,134688606,Western,Kaoma,Rural,Female,2,,D,Primary,Christian,Not employed,,No Income,,45+,"Luanginga Cheke,Radio 2,Liseli"
Liseli,134688607,Western,Kaoma,Rural,Female,1,,D,Primary,Christian,Not employed,,No Income,,35 – 44,Liseli
Luanginga Cheke,134688609,Western,Kaoma,Rural,Female,1,,D,Secondary,Christian,Not employed,,No Income,,35 – 44,Luanginga Cheke
Luanginga Cheke,134793995,Western,Kaoma,Rural,Male,1,,D,Secondary,Christian,Not employed,,No Income,,25 – 34,"Luanginga Cheke,Liseli"
Liseli,134793995,Western,Kaoma,Rural,Male,1,,D,Secondary,Christian,Not employed,,No Income,,25 – 34,"Luanginga Cheke,Liseli"
Lukulu,134821868,Western,Lukulu,Urban,Female,1,,D,Secondary,Christian,Not employed,,No Income,,19 – 24,Lukulu
Liseli,134837805,Western,Lukulu,Urban,Female,1,,D,Secondary,Christian,Employed for cash,,No Income,,25 – 34,"Lukulu,Liseli"
Lukulu,134837805,Western,Lukulu,Urban,Female,1,,D,Secondary,Christian,Employed for cash,,No Income,,25 – 34,"Lukulu,Liseli"
Lukulu,134852586,Western,Lukulu,Urban,Female,1,,D,Primary,Christian,Not employed,,No Income,,25 – 34,Lukulu
Luanginga Cheke,134852587,Western,Lukulu,Rural,Female,1,,D,Primary,Christian,Not employed,,No Income,,15 – 18,"Luanginga Cheke,Liseli"
Liseli,134852587,Western,Lukulu,Rural,Female,1,,D,Primary,Christian,Not employed,,No Income,,15 – 18,"Luanginga Cheke,Liseli"
Liseli,134853643,Western,Lukulu,Rural,Male,1,,D,Secondary,Christian,Not employed,,No Income,,19 – 24,"Lukulu,Liseli"
Lukulu,134853643,Western,Lukulu,Rural,Male,1,,D,Secondary,Christian,Not employed,,No Income,,19 – 24,"Lukulu,Liseli"
Radio 1,134863727,Western,Lukulu,Rural,Female,1,,D,Secondary,Christian,Not employed,,No Income,,19 – 24,"Radio 1,Lukulu"
Lukulu,134863727,Western,Lukulu,Rural,Female,1,,D,Secondary,Christian,Not employed,,No Income,,19 – 24,"Radio 1,Lukulu"
Liseli,134863729,Western,Lukulu,Rural,Female,1,,D,Secondary,Christian,Not employed,,No Income,,15 – 18,"Lukulu,Liseli"
Lukulu,134863729,Western,Lukulu,Rural,Female,1,,D,Secondary,Christian,Not employed,,No Income,,15 – 18,"Lukulu,Liseli"
Liseli,134921923,Western,Mongu,Rural,Female,1,,D,Secondary,Christian,Employed for cash,,No Income,,35 – 44,Liseli
Radio 4,134921924,Western,Mongu,Rural,Male,3,,D,Secondary,Christian,Not employed,,No Income,,19 – 24,"Radio 4,Radio 1,Luanginga Cheke"
Luanginga Cheke,134921924,Western,Mongu,Rural,Male,3,,D,Secondary,Christian,Not employed,,No Income,,19 – 24,"Radio 4,Radio 1,Luanginga Cheke"
Radio 1,134921924,Western,Mongu,Rural,Male,3,,D,Secondary,Christian,Not employed,,No Income,,19 – 24,"Radio 4,Radio 1,Luanginga Cheke"
