Radio Mano analysis,SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range,Radio Mano
17:30  -  17:44,60774043,Northern,Kasama,Rural,Female,0,None,C2,Completed high School,Seventh Day Adventists,Working Full-Time,Do not know,Do not know,Yes,19 – 24,",8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:15  -  11:29,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,,,,,,"
17:45  -  17:59,60774043,Northern,Kasama,Rural,Female,0,None,C2,Completed high School,Seventh Day Adventists,Working Full-Time,Do not know,Do not know,Yes,19 – 24,",8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:15  -  11:29,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,,,,,,"
9:00  -  9:14,60774043,Northern,Kasama,Rural,Female,0,None,C2,Completed high School,Seventh Day Adventists,Working Full-Time,Do not know,Do not know,Yes,19 – 24,",8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:15  -  11:29,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,,,,,,"
17:15  -  17:29,60774043,Northern,Kasama,Rural,Female,0,None,C2,Completed high School,Seventh Day Adventists,Working Full-Time,Do not know,Do not know,Yes,19 – 24,",8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:15  -  11:29,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,,,,,,"
8:30  -  8:44,60774043,Northern,Kasama,Rural,Female,0,None,C2,Completed high School,Seventh Day Adventists,Working Full-Time,Do not know,Do not know,Yes,19 – 24,",8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:15  -  11:29,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,,,,,,"
14:30  -  14:44,60774044,Northern,Kasama,Urban,Female,1,One,C1,Some high school,Anglican/Protestant,Student,Do not know,No Income,Yes,19 – 24,",,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,,,,,"
10:00  -  10:14,60774044,Northern,Kasama,Urban,Female,1,One,C1,Some high school,Anglican/Protestant,Student,Do not know,No Income,Yes,19 – 24,",,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,,,,,"
14:45  -  14:59,60774044,Northern,Kasama,Urban,Female,1,One,C1,Some high school,Anglican/Protestant,Student,Do not know,No Income,Yes,19 – 24,",,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,,,,,"
10:15  -  10:29,60774044,Northern,Kasama,Urban,Female,1,One,C1,Some high school,Anglican/Protestant,Student,Do not know,No Income,Yes,19 – 24,",,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,,,,,"
10:30  -  10:44,60774044,Northern,Kasama,Urban,Female,1,One,C1,Some high school,Anglican/Protestant,Student,Do not know,No Income,Yes,19 – 24,",,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,,,,,"
15:00  -  15:14,60774044,Northern,Kasama,Urban,Female,1,One,C1,Some high school,Anglican/Protestant,Student,Do not know,No Income,Yes,19 – 24,",,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,,,,,"
18:00  -  18:14,60774044,Northern,Kasama,Urban,Female,1,One,C1,Some high school,Anglican/Protestant,Student,Do not know,No Income,Yes,19 – 24,",,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,,,,,"
17:30  -  17:44,60774044,Northern,Kasama,Urban,Female,1,One,C1,Some high school,Anglican/Protestant,Student,Do not know,No Income,Yes,19 – 24,",,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,,,,,"
17:45  -  17:59,60774044,Northern,Kasama,Urban,Female,1,One,C1,Some high school,Anglican/Protestant,Student,Do not know,No Income,Yes,19 – 24,",,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,,,,,"
9:30  -  9:44,60779672,Northern,Kasama,Urban,Male,1,None,C1,Some high school,Anglican/Protestant,Student,Do not know,No Income,Yes,19 – 24,",,,,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,,,"
9:45  -  9:59,60779672,Northern,Kasama,Urban,Male,1,None,C1,Some high school,Anglican/Protestant,Student,Do not know,No Income,Yes,19 – 24,",,,,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,,,"
18:15  -  18:29,60779672,Northern,Kasama,Urban,Male,1,None,C1,Some high school,Anglican/Protestant,Student,Do not know,No Income,Yes,19 – 24,",,,,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,,,"
18:30  -  18:44,60779672,Northern,Kasama,Urban,Male,1,None,C1,Some high school,Anglican/Protestant,Student,Do not know,No Income,Yes,19 – 24,",,,,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,,,"
10:00  -  10:14,60779672,Northern,Kasama,Urban,Male,1,None,C1,Some high school,Anglican/Protestant,Student,Do not know,No Income,Yes,19 – 24,",,,,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,,,"
9:15  -  9:29,60779672,Northern,Kasama,Urban,Male,1,None,C1,Some high school,Anglican/Protestant,Student,Do not know,No Income,Yes,19 – 24,",,,,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,,,"
18:00  -  18:14,60779672,Northern,Kasama,Urban,Male,1,None,C1,Some high school,Anglican/Protestant,Student,Do not know,No Income,Yes,19 – 24,",,,,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,,,"
9:00  -  9:14,60779672,Northern,Kasama,Urban,Male,1,None,C1,Some high school,Anglican/Protestant,Student,Do not know,No Income,Yes,19 – 24,",,,,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,,,"
20:15  -  20:29,60861540,Northern,Kasama,Rural,Female,1,None,C2,Completed high School,Seventh Day Adventists,Self employed,Do not know,Do not know,Yes,35 – 44,",,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,,,,,"
6:30  -  6:44,60861540,Northern,Kasama,Rural,Female,1,None,C2,Completed high School,Seventh Day Adventists,Self employed,Do not know,Do not know,Yes,35 – 44,",,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,,,,,"
19:30  -  19:44,60861540,Northern,Kasama,Rural,Female,1,None,C2,Completed high School,Seventh Day Adventists,Self employed,Do not know,Do not know,Yes,35 – 44,",,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,,,,,"
20:00  -  20:14,60861540,Northern,Kasama,Rural,Female,1,None,C2,Completed high School,Seventh Day Adventists,Self employed,Do not know,Do not know,Yes,35 – 44,",,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,,,,,"
19:45  -  19:59,60861540,Northern,Kasama,Rural,Female,1,None,C2,Completed high School,Seventh Day Adventists,Self employed,Do not know,Do not know,Yes,35 – 44,",,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,,,,,"
20:30  -  20:44,60861540,Northern,Kasama,Rural,Female,1,None,C2,Completed high School,Seventh Day Adventists,Self employed,Do not know,Do not know,Yes,35 – 44,",,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,,,,,"
19:00  -  19:14,60861540,Northern,Kasama,Rural,Female,1,None,C2,Completed high School,Seventh Day Adventists,Self employed,Do not know,Do not know,Yes,35 – 44,",,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,,,,,"
6:15  -  6:29,60861540,Northern,Kasama,Rural,Female,1,None,C2,Completed high School,Seventh Day Adventists,Self employed,Do not know,Do not know,Yes,35 – 44,",,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,,,,,"
6:00  -  6:14,60861540,Northern,Kasama,Rural,Female,1,None,C2,Completed high School,Seventh Day Adventists,Self employed,Do not know,Do not know,Yes,35 – 44,",,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,,,,,"
19:15  -  19:29,60861540,Northern,Kasama,Rural,Female,1,None,C2,Completed high School,Seventh Day Adventists,Self employed,Do not know,Do not know,Yes,35 – 44,",,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,,,,,"
12:00  -  12:14,60861541,Northern,Kasama,Urban,Female,1,One,C1,Any other post-high school qualification,Roman Catholic,Working Full-Time,Do not know,Do not know,Yes,25 – 34,",,,,12:00  -  12:14,12:15  -  12:29,,,"
12:15  -  12:29,60861541,Northern,Kasama,Urban,Female,1,One,C1,Any other post-high school qualification,Roman Catholic,Working Full-Time,Do not know,Do not know,Yes,25 – 34,",,,,12:00  -  12:14,12:15  -  12:29,,,"
7:15  -  7:29,60861542,Northern,Kasama,Rural,Female,1,None,C2,Primary school completed,Roman Catholic,Working Full-Time,Do not know,Do not know,Yes,25 – 34,",,,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,,,,"
7:45  -  7:59,60861542,Northern,Kasama,Rural,Female,1,None,C2,Primary school completed,Roman Catholic,Working Full-Time,Do not know,Do not know,Yes,25 – 34,",,,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,,,,"
8:15  -  8:29,60861542,Northern,Kasama,Rural,Female,1,None,C2,Primary school completed,Roman Catholic,Working Full-Time,Do not know,Do not know,Yes,25 – 34,",,,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,,,,"
7:30  -  7:44,60861542,Northern,Kasama,Rural,Female,1,None,C2,Primary school completed,Roman Catholic,Working Full-Time,Do not know,Do not know,Yes,25 – 34,",,,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,,,,"
7:00  -  7:14,60861542,Northern,Kasama,Rural,Female,1,None,C2,Primary school completed,Roman Catholic,Working Full-Time,Do not know,Do not know,Yes,25 – 34,",,,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,,,,"
8:00  -  8:14,60861542,Northern,Kasama,Rural,Female,1,None,C2,Primary school completed,Roman Catholic,Working Full-Time,Do not know,Do not know,Yes,25 – 34,",,,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,,,,"
14:15  -  14:29,60863462,Northern,Kasama,Urban,Female,1,None,C1,Any other post-high school qualification,Anglican/Protestant,Self employed,Do not know,No Income,Yes,19 – 24,",,,,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,14:00  -  14:14,14:15  -  14:29,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,,,"
7:15  -  7:29,60863462,Northern,Kasama,Urban,Female,1,None,C1,Any other post-high school qualification,Anglican/Protestant,Self employed,Do not know,No Income,Yes,19 – 24,",,,,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,14:00  -  14:14,14:15  -  14:29,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,,,"
7:30  -  7:44,60863462,Northern,Kasama,Urban,Female,1,None,C1,Any other post-high school qualification,Anglican/Protestant,Self employed,Do not know,No Income,Yes,19 – 24,",,,,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,14:00  -  14:14,14:15  -  14:29,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,,,"
18:15  -  18:29,60863462,Northern,Kasama,Urban,Female,1,None,C1,Any other post-high school qualification,Anglican/Protestant,Self employed,Do not know,No Income,Yes,19 – 24,",,,,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,14:00  -  14:14,14:15  -  14:29,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,,,"
18:30  -  18:44,60863462,Northern,Kasama,Urban,Female,1,None,C1,Any other post-high school qualification,Anglican/Protestant,Self employed,Do not know,No Income,Yes,19 – 24,",,,,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,14:00  -  14:14,14:15  -  14:29,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,,,"
14:00  -  14:14,60863462,Northern,Kasama,Urban,Female,1,None,C1,Any other post-high school qualification,Anglican/Protestant,Self employed,Do not know,No Income,Yes,19 – 24,",,,,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,14:00  -  14:14,14:15  -  14:29,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,,,"
7:00  -  7:14,60863462,Northern,Kasama,Urban,Female,1,None,C1,Any other post-high school qualification,Anglican/Protestant,Self employed,Do not know,No Income,Yes,19 – 24,",,,,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,14:00  -  14:14,14:15  -  14:29,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,,,"
18:00  -  18:14,60863462,Northern,Kasama,Urban,Female,1,None,C1,Any other post-high school qualification,Anglican/Protestant,Self employed,Do not know,No Income,Yes,19 – 24,",,,,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,14:00  -  14:14,14:15  -  14:29,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,,,"
16:15  -  16:29,60863463,Northern,Kasama,Rural,Female,0,None,C2,Primary school completed,Anglican/Protestant,Housewife,Do not know,Do not know,Yes,25 – 34,",,,6:00  -  6:14,6:15  -  6:29,6:45  -  6:59,12:15  -  12:29,12:30  -  12:44,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,,,,"
6:45  -  6:59,60863463,Northern,Kasama,Rural,Female,0,None,C2,Primary school completed,Anglican/Protestant,Housewife,Do not know,Do not know,Yes,25 – 34,",,,6:00  -  6:14,6:15  -  6:29,6:45  -  6:59,12:15  -  12:29,12:30  -  12:44,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,,,,"
16:45  -  16:59,60863463,Northern,Kasama,Rural,Female,0,None,C2,Primary school completed,Anglican/Protestant,Housewife,Do not know,Do not know,Yes,25 – 34,",,,6:00  -  6:14,6:15  -  6:29,6:45  -  6:59,12:15  -  12:29,12:30  -  12:44,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,,,,"
12:15  -  12:29,60863463,Northern,Kasama,Rural,Female,0,None,C2,Primary school completed,Anglican/Protestant,Housewife,Do not know,Do not know,Yes,25 – 34,",,,6:00  -  6:14,6:15  -  6:29,6:45  -  6:59,12:15  -  12:29,12:30  -  12:44,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,,,,"
12:30  -  12:44,60863463,Northern,Kasama,Rural,Female,0,None,C2,Primary school completed,Anglican/Protestant,Housewife,Do not know,Do not know,Yes,25 – 34,",,,6:00  -  6:14,6:15  -  6:29,6:45  -  6:59,12:15  -  12:29,12:30  -  12:44,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,,,,"
6:15  -  6:29,60863463,Northern,Kasama,Rural,Female,0,None,C2,Primary school completed,Anglican/Protestant,Housewife,Do not know,Do not know,Yes,25 – 34,",,,6:00  -  6:14,6:15  -  6:29,6:45  -  6:59,12:15  -  12:29,12:30  -  12:44,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,,,,"
6:00  -  6:14,60863463,Northern,Kasama,Rural,Female,0,None,C2,Primary school completed,Anglican/Protestant,Housewife,Do not know,Do not know,Yes,25 – 34,",,,6:00  -  6:14,6:15  -  6:29,6:45  -  6:59,12:15  -  12:29,12:30  -  12:44,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,,,,"
16:30  -  16:44,60863463,Northern,Kasama,Rural,Female,0,None,C2,Primary school completed,Anglican/Protestant,Housewife,Do not know,Do not know,Yes,25 – 34,",,,6:00  -  6:14,6:15  -  6:29,6:45  -  6:59,12:15  -  12:29,12:30  -  12:44,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,,,,"
16:00  -  16:14,60888451,Northern,Kasama,Rural,Female,0,None,C2,Primary school completed,Anglican/Protestant,Housewife,D,No Income,Yes,25 – 34,",,6:15  -  6:29,6:30  -  6:44,16:00  -  16:14,16:15  -  16:29,,,,,"
16:15  -  16:29,60888451,Northern,Kasama,Rural,Female,0,None,C2,Primary school completed,Anglican/Protestant,Housewife,D,No Income,Yes,25 – 34,",,6:15  -  6:29,6:30  -  6:44,16:00  -  16:14,16:15  -  16:29,,,,,"
6:30  -  6:44,60888451,Northern,Kasama,Rural,Female,0,None,C2,Primary school completed,Anglican/Protestant,Housewife,D,No Income,Yes,25 – 34,",,6:15  -  6:29,6:30  -  6:44,16:00  -  16:14,16:15  -  16:29,,,,,"
6:15  -  6:29,60888451,Northern,Kasama,Rural,Female,0,None,C2,Primary school completed,Anglican/Protestant,Housewife,D,No Income,Yes,25 – 34,",,6:15  -  6:29,6:30  -  6:44,16:00  -  16:14,16:15  -  16:29,,,,,"
18:00  -  18:14,60888452,Northern,Kasama,Rural,Male,0,None,C2,Some high school,Roman Catholic,Self employed,D,Under K 849,Yes,25 – 34,",6:00  -  6:14,6:15  -  6:29,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,6:00  -  6:14,6:15  -  6:29,8:15  -  8:29,8:30  -  8:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,,,,,"
17:00  -  17:14,60888452,Northern,Kasama,Rural,Male,0,None,C2,Some high school,Roman Catholic,Self employed,D,Under K 849,Yes,25 – 34,",6:00  -  6:14,6:15  -  6:29,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,6:00  -  6:14,6:15  -  6:29,8:15  -  8:29,8:30  -  8:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,,,,,"
8:15  -  8:29,60888452,Northern,Kasama,Rural,Male,0,None,C2,Some high school,Roman Catholic,Self employed,D,Under K 849,Yes,25 – 34,",6:00  -  6:14,6:15  -  6:29,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,6:00  -  6:14,6:15  -  6:29,8:15  -  8:29,8:30  -  8:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,,,,,"
18:15  -  18:29,60888452,Northern,Kasama,Rural,Male,0,None,C2,Some high school,Roman Catholic,Self employed,D,Under K 849,Yes,25 – 34,",6:00  -  6:14,6:15  -  6:29,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,6:00  -  6:14,6:15  -  6:29,8:15  -  8:29,8:30  -  8:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,,,,,"
18:30  -  18:44,60888452,Northern,Kasama,Rural,Male,0,None,C2,Some high school,Roman Catholic,Self employed,D,Under K 849,Yes,25 – 34,",6:00  -  6:14,6:15  -  6:29,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,6:00  -  6:14,6:15  -  6:29,8:15  -  8:29,8:30  -  8:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,,,,,"
16:45  -  16:59,60888452,Northern,Kasama,Rural,Male,0,None,C2,Some high school,Roman Catholic,Self employed,D,Under K 849,Yes,25 – 34,",6:00  -  6:14,6:15  -  6:29,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,6:00  -  6:14,6:15  -  6:29,8:15  -  8:29,8:30  -  8:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,,,,,"
6:15  -  6:29,60888452,Northern,Kasama,Rural,Male,0,None,C2,Some high school,Roman Catholic,Self employed,D,Under K 849,Yes,25 – 34,",6:00  -  6:14,6:15  -  6:29,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,6:00  -  6:14,6:15  -  6:29,8:15  -  8:29,8:30  -  8:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,,,,,"
6:00  -  6:14,60888452,Northern,Kasama,Rural,Male,0,None,C2,Some high school,Roman Catholic,Self employed,D,Under K 849,Yes,25 – 34,",6:00  -  6:14,6:15  -  6:29,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,6:00  -  6:14,6:15  -  6:29,8:15  -  8:29,8:30  -  8:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,,,,,"
17:45  -  17:59,60888452,Northern,Kasama,Rural,Male,0,None,C2,Some high school,Roman Catholic,Self employed,D,Under K 849,Yes,25 – 34,",6:00  -  6:14,6:15  -  6:29,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,6:00  -  6:14,6:15  -  6:29,8:15  -  8:29,8:30  -  8:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,,,,,"
17:15  -  17:29,60888452,Northern,Kasama,Rural,Male,0,None,C2,Some high school,Roman Catholic,Self employed,D,Under K 849,Yes,25 – 34,",6:00  -  6:14,6:15  -  6:29,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,6:00  -  6:14,6:15  -  6:29,8:15  -  8:29,8:30  -  8:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,,,,,"
8:30  -  8:44,60888452,Northern,Kasama,Rural,Male,0,None,C2,Some high school,Roman Catholic,Self employed,D,Under K 849,Yes,25 – 34,",6:00  -  6:14,6:15  -  6:29,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,6:00  -  6:14,6:15  -  6:29,8:15  -  8:29,8:30  -  8:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,,,,,"
14:15  -  14:29,60888453,Northern,Kasama,Rural,Male,0,None,C2,Primary school completed,Anglican/Protestant,Retired - voluntary scholarspensioners,Do not know,Do not know,Yes,35 – 44,",,,,,,,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,11:00  -  11:14,11:15  -  11:29,14:15  -  14:29,14:30  -  14:44,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,"
11:00  -  11:14,60888453,Northern,Kasama,Rural,Male,0,None,C2,Primary school completed,Anglican/Protestant,Retired - voluntary scholarspensioners,Do not know,Do not know,Yes,35 – 44,",,,,,,,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,11:00  -  11:14,11:15  -  11:29,14:15  -  14:29,14:30  -  14:44,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,"
14:30  -  14:44,60888453,Northern,Kasama,Rural,Male,0,None,C2,Primary school completed,Anglican/Protestant,Retired - voluntary scholarspensioners,Do not know,Do not know,Yes,35 – 44,",,,,,,,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,11:00  -  11:14,11:15  -  11:29,14:15  -  14:29,14:30  -  14:44,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,"
17:00  -  17:14,60888453,Northern,Kasama,Rural,Male,0,None,C2,Primary school completed,Anglican/Protestant,Retired - voluntary scholarspensioners,Do not know,Do not know,Yes,35 – 44,",,,,,,,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,11:00  -  11:14,11:15  -  11:29,14:15  -  14:29,14:30  -  14:44,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,"
