Yangeni analysis,SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range,Yangeni
15:30  -  15:44,60689994,Lusaka,Lusaka,Urban,Male,1,None,C1,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C1,"K 2,500   -  K 3,154",Yes,25 – 34,",,,,,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
16:30  -  16:44,60689994,Lusaka,Lusaka,Urban,Male,1,None,C1,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C1,"K 2,500   -  K 3,154",Yes,25 – 34,",,,,,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
13:00  -  13:14,60752643,Lusaka,Kafue,Urban,Female,1,One,AB,Completed high School,Roman Catholic,Working Full-Time,C2,No Income,Yes,25 – 34,",,,,8:00  -  8:14,13:00  -  13:14,,,"
8:00  -  8:14,60752643,Lusaka,Kafue,Urban,Female,1,One,AB,Completed high School,Roman Catholic,Working Full-Time,C2,No Income,Yes,25 – 34,",,,,8:00  -  8:14,13:00  -  13:14,,,"
6:30  -  6:44,60763915,Lusaka,Lusaka,Urban,Female,2,One,AB,Some university,Others,Self employed,C1,K 850-K 1674,Yes,25 – 34,",,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,,,,,"
7:15  -  7:29,60763915,Lusaka,Lusaka,Urban,Female,2,One,AB,Some university,Others,Self employed,C1,K 850-K 1674,Yes,25 – 34,",,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,,,,,"
7:30  -  7:44,60763915,Lusaka,Lusaka,Urban,Female,2,One,AB,Some university,Others,Self employed,C1,K 850-K 1674,Yes,25 – 34,",,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,,,,,"
6:45  -  6:59,60763915,Lusaka,Lusaka,Urban,Female,2,One,AB,Some university,Others,Self employed,C1,K 850-K 1674,Yes,25 – 34,",,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,,,,,"
7:00  -  7:14,60763915,Lusaka,Lusaka,Urban,Female,2,One,AB,Some university,Others,Self employed,C1,K 850-K 1674,Yes,25 – 34,",,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,,,,,"
6:15  -  6:29,60763915,Lusaka,Lusaka,Urban,Female,2,One,AB,Some university,Others,Self employed,C1,K 850-K 1674,Yes,25 – 34,",,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,,,,,"
