,Zambezi Magic  Monday analysis,SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range,Zambezi Magic  Monday
972,23:00  -  23:14,82369701,Eastern,Chipata,Urban,Male,1,None,C2,Some high school,Other Christian,Self employed,C2,Under K 849,No,25 – 34,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14"
973,21:00  -  21:14,82369701,Eastern,Chipata,Urban,Male,1,None,C2,Some high school,Other Christian,Self employed,C2,Under K 849,No,25 – 34,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14"
974,21:30  -  21:44,82369701,Eastern,Chipata,Urban,Male,1,None,C2,Some high school,Other Christian,Self employed,C2,Under K 849,No,25 – 34,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14"
975,13:00  -  13:14,82449715,Copperbelt,Ndola,Urban,Female,1,None,C2,Some high school,Other Christian,Refused/ don’t know (DON’T READ),C2,Refusal [Do not show],Yes,25 – 34,13:00  -  13:14
976,22:15  -  22:29,60567060,Lusaka,Lusaka district,Urban,Female,1,None,DE,Some high school,Anglican/Protestant,Unemployed [NOT SEEKING A JOB],Do not know,Do not know,Yes,19 – 24,"20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
977,22:45  -  22:59,60567060,Lusaka,Lusaka district,Urban,Female,1,None,DE,Some high school,Anglican/Protestant,Unemployed [NOT SEEKING A JOB],Do not know,Do not know,Yes,19 – 24,"20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
978,21:45  -  21:59,60567060,Lusaka,Lusaka district,Urban,Female,1,None,DE,Some high school,Anglican/Protestant,Unemployed [NOT SEEKING A JOB],Do not know,Do not know,Yes,19 – 24,"20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
979,20:30  -  20:44,60567060,Lusaka,Lusaka district,Urban,Female,1,None,DE,Some high school,Anglican/Protestant,Unemployed [NOT SEEKING A JOB],Do not know,Do not know,Yes,19 – 24,"20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
980,22:00  -  22:14,60567060,Lusaka,Lusaka district,Urban,Female,1,None,DE,Some high school,Anglican/Protestant,Unemployed [NOT SEEKING A JOB],Do not know,Do not know,Yes,19 – 24,"20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
981,20:45  -  20:59,60567060,Lusaka,Lusaka district,Urban,Female,1,None,DE,Some high school,Anglican/Protestant,Unemployed [NOT SEEKING A JOB],Do not know,Do not know,Yes,19 – 24,"20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
982,21:15  -  21:29,60567060,Lusaka,Lusaka district,Urban,Female,1,None,DE,Some high school,Anglican/Protestant,Unemployed [NOT SEEKING A JOB],Do not know,Do not know,Yes,19 – 24,"20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
983,20:15  -  20:29,60567060,Lusaka,Lusaka district,Urban,Female,1,None,DE,Some high school,Anglican/Protestant,Unemployed [NOT SEEKING A JOB],Do not know,Do not know,Yes,19 – 24,"20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
984,22:30  -  22:44,60567060,Lusaka,Lusaka district,Urban,Female,1,None,DE,Some high school,Anglican/Protestant,Unemployed [NOT SEEKING A JOB],Do not know,Do not know,Yes,19 – 24,"20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
985,21:00  -  21:14,60567060,Lusaka,Lusaka district,Urban,Female,1,None,DE,Some high school,Anglican/Protestant,Unemployed [NOT SEEKING A JOB],Do not know,Do not know,Yes,19 – 24,"20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
986,21:30  -  21:44,60567060,Lusaka,Lusaka district,Urban,Female,1,None,DE,Some high school,Anglican/Protestant,Unemployed [NOT SEEKING A JOB],Do not know,Do not know,Yes,19 – 24,"20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
987,11:45  -  11:59,60637568,Copperbelt,Chingola,Urban,Female,0,None,DE,No formal education,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,No,19 – 24,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59"
988,11:15  -  11:29,60637568,Copperbelt,Chingola,Urban,Female,0,None,DE,No formal education,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,No,19 – 24,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59"
989,12:45  -  12:59,60637568,Copperbelt,Chingola,Urban,Female,0,None,DE,No formal education,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,No,19 – 24,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59"
990,10:15  -  10:29,60637568,Copperbelt,Chingola,Urban,Female,0,None,DE,No formal education,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,No,19 – 24,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59"
991,12:00  -  12:14,60637568,Copperbelt,Chingola,Urban,Female,0,None,DE,No formal education,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,No,19 – 24,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59"
992,11:00  -  11:14,60637568,Copperbelt,Chingola,Urban,Female,0,None,DE,No formal education,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,No,19 – 24,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59"
993,12:30  -  12:44,60637568,Copperbelt,Chingola,Urban,Female,0,None,DE,No formal education,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,No,19 – 24,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59"
994,11:30  -  11:44,60637568,Copperbelt,Chingola,Urban,Female,0,None,DE,No formal education,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,No,19 – 24,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59"
995,10:45  -  10:59,60637568,Copperbelt,Chingola,Urban,Female,0,None,DE,No formal education,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,No,19 – 24,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59"
996,10:00  -  10:14,60637568,Copperbelt,Chingola,Urban,Female,0,None,DE,No formal education,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,No,19 – 24,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59"
997,12:15  -  12:29,60637568,Copperbelt,Chingola,Urban,Female,0,None,DE,No formal education,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,No,19 – 24,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59"
998,10:30  -  10:44,60637568,Copperbelt,Chingola,Urban,Female,0,None,DE,No formal education,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,No,19 – 24,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59"
999,15:15  -  15:29,60671013,Copperbelt,Chingola,Urban,Female,0,None,DE,Primary school completed,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,Yes,19 – 24,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29"
1000,15:45  -  15:59,60671013,Copperbelt,Chingola,Urban,Female,0,None,DE,Primary school completed,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,Yes,19 – 24,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29"
1001,16:30  -  16:44,60671013,Copperbelt,Chingola,Urban,Female,0,None,DE,Primary school completed,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,Yes,19 – 24,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29"
1002,16:15  -  16:29,60671013,Copperbelt,Chingola,Urban,Female,0,None,DE,Primary school completed,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,Yes,19 – 24,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29"
1003,16:00  -  16:14,60671013,Copperbelt,Chingola,Urban,Female,0,None,DE,Primary school completed,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,Yes,19 – 24,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29"
1004,16:45  -  16:59,60671013,Copperbelt,Chingola,Urban,Female,0,None,DE,Primary school completed,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,Yes,19 – 24,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29"
1005,17:15  -  17:29,60671013,Copperbelt,Chingola,Urban,Female,0,None,DE,Primary school completed,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,Yes,19 – 24,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29"
1006,15:30  -  15:44,60671013,Copperbelt,Chingola,Urban,Female,0,None,DE,Primary school completed,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,Yes,19 – 24,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29"
1007,17:00  -  17:14,60671013,Copperbelt,Chingola,Urban,Female,0,None,DE,Primary school completed,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,Yes,19 – 24,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29"
1008,15:00  -  15:14,60671013,Copperbelt,Chingola,Urban,Female,0,None,DE,Primary school completed,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,Yes,19 – 24,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29"
1009,21:45  -  21:59,82033098,Eastern,Chipata,Rural,Male,1,None,DE,Completed high School,Other Christian,A subsistence farmer/fisherman,D,Do not know,No,35 – 44,"21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
1010,22:00  -  22:14,82033098,Eastern,Chipata,Rural,Male,1,None,DE,Completed high School,Other Christian,A subsistence farmer/fisherman,D,Do not know,No,35 – 44,"21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
1011,21:15  -  21:29,82033098,Eastern,Chipata,Rural,Male,1,None,DE,Completed high School,Other Christian,A subsistence farmer/fisherman,D,Do not know,No,35 – 44,"21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
1012,21:00  -  21:14,82033098,Eastern,Chipata,Rural,Male,1,None,DE,Completed high School,Other Christian,A subsistence farmer/fisherman,D,Do not know,No,35 – 44,"21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
1013,21:30  -  21:44,82033098,Eastern,Chipata,Rural,Male,1,None,DE,Completed high School,Other Christian,A subsistence farmer/fisherman,D,Do not know,No,35 – 44,"21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
1014,14:00  -  14:14,82108125,North-Western,Solwezi,Urban,Female,0,None,DE,Some primary school,Other Christian,Do odd jobs or piece work,D,Under K 849,Yes,35 – 44,"14:00  -  14:14,16:45  -  16:59"
1015,16:45  -  16:59,82108125,North-Western,Solwezi,Urban,Female,0,None,DE,Some primary school,Other Christian,Do odd jobs or piece work,D,Under K 849,Yes,35 – 44,"14:00  -  14:14,16:45  -  16:59"
1016,15:15  -  15:29,82117684,Eastern,Chipata,Rural,Female,1,None,DE,Completed high School,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,No,19 – 24,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
1017,15:45  -  15:59,82117684,Eastern,Chipata,Rural,Female,1,None,DE,Completed high School,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,No,19 – 24,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
1018,16:30  -  16:44,82117684,Eastern,Chipata,Rural,Female,1,None,DE,Completed high School,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,No,19 – 24,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
1019,16:15  -  16:29,82117684,Eastern,Chipata,Rural,Female,1,None,DE,Completed high School,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,No,19 – 24,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
1020,16:00  -  16:14,82117684,Eastern,Chipata,Rural,Female,1,None,DE,Completed high School,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,No,19 – 24,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
1021,16:45  -  16:59,82117684,Eastern,Chipata,Rural,Female,1,None,DE,Completed high School,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,No,19 – 24,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
1022,15:30  -  15:44,82117684,Eastern,Chipata,Rural,Female,1,None,DE,Completed high School,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,No,19 – 24,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
1023,17:00  -  17:14,82117684,Eastern,Chipata,Rural,Female,1,None,DE,Completed high School,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,No,19 – 24,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
1024,15:00  -  15:14,82117684,Eastern,Chipata,Rural,Female,1,None,DE,Completed high School,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,No,19 – 24,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
1025,18:30  -  18:44,82117686,Eastern,Chipata,Rural,Female,1,None,DE,Some high school,Other Christian,Student,D,Under K 849,No,19 – 24,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14"
1026,18:45  -  18:59,82117686,Eastern,Chipata,Rural,Female,1,None,DE,Some high school,Other Christian,Student,D,Under K 849,No,19 – 24,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14"
1027,17:45  -  17:59,82117686,Eastern,Chipata,Rural,Female,1,None,DE,Some high school,Other Christian,Student,D,Under K 849,No,19 – 24,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14"
1028,18:15  -  18:29,82117686,Eastern,Chipata,Rural,Female,1,None,DE,Some high school,Other Christian,Student,D,Under K 849,No,19 – 24,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14"
1029,19:00  -  19:14,82117686,Eastern,Chipata,Rural,Female,1,None,DE,Some high school,Other Christian,Student,D,Under K 849,No,19 – 24,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14"
1030,17:30  -  17:44,82117686,Eastern,Chipata,Rural,Female,1,None,DE,Some high school,Other Christian,Student,D,Under K 849,No,19 – 24,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14"
1031,17:15  -  17:29,82117686,Eastern,Chipata,Rural,Female,1,None,DE,Some high school,Other Christian,Student,D,Under K 849,No,19 – 24,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14"
1032,18:00  -  18:14,82117686,Eastern,Chipata,Rural,Female,1,None,DE,Some high school,Other Christian,Student,D,Under K 849,No,19 – 24,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14"
1033,17:00  -  17:14,82117686,Eastern,Chipata,Rural,Female,1,None,DE,Some high school,Other Christian,Student,D,Under K 849,No,19 – 24,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14"
1034,11:30  -  11:44,82256859,Southern,Livingstone,Urban,Male,1,None,DE,Completed high School,Other Christian,Do odd jobs or piece work,D,Under K 849,No,25 – 34,"11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59"
1035,11:00  -  11:14,82256859,Southern,Livingstone,Urban,Male,1,None,DE,Completed high School,Other Christian,Do odd jobs or piece work,D,Under K 849,No,25 – 34,"11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59"
1036,11:45  -  11:59,82256859,Southern,Livingstone,Urban,Male,1,None,DE,Completed high School,Other Christian,Do odd jobs or piece work,D,Under K 849,No,25 – 34,"11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59"
1037,11:15  -  11:29,82256859,Southern,Livingstone,Urban,Male,1,None,DE,Completed high School,Other Christian,Do odd jobs or piece work,D,Under K 849,No,25 – 34,"11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59"
1038,13:00  -  13:14,82278707,Southern,Livingstone,Urban,Female,0,None,DE,Primary school completed,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,Yes,19 – 24,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59"
1039,13:45  -  13:59,82278707,Southern,Livingstone,Urban,Female,0,None,DE,Primary school completed,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,Yes,19 – 24,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59"
