,African magic  Sunday analysis,SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range,African magic  Sunday
555,21:45  -  21:59,82369701,Eastern,Chipata,Urban,Male,1,None,C2,Some high school,Other Christian,Self employed,C2,Under K 849,No,25 – 34,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14"
556,22:45  -  22:59,82369701,Eastern,Chipata,Urban,Male,1,None,C2,Some high school,Other Christian,Self employed,C2,Under K 849,No,25 – 34,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14"
557,20:00  -  20:14,82369701,Eastern,Chipata,Urban,Male,1,None,C2,Some high school,Other Christian,Self employed,C2,Under K 849,No,25 – 34,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14"
558,13:00  -  13:14,82449715,Copperbelt,Ndola,Urban,Female,1,None,C2,Some high school,Other Christian,Refused/ don’t know (DON’T READ),C2,Refusal [Do not show],Yes,25 – 34,13:00  -  13:14
559,22:15  -  22:29,60567060,Lusaka,Lusaka district,Urban,Female,1,None,DE,Some high school,Anglican/Protestant,Unemployed [NOT SEEKING A JOB],Do not know,Do not know,Yes,19 – 24,"20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
560,21:00  -  21:14,60567060,Lusaka,Lusaka district,Urban,Female,1,None,DE,Some high school,Anglican/Protestant,Unemployed [NOT SEEKING A JOB],Do not know,Do not know,Yes,19 – 24,"20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
561,20:45  -  20:59,60567060,Lusaka,Lusaka district,Urban,Female,1,None,DE,Some high school,Anglican/Protestant,Unemployed [NOT SEEKING A JOB],Do not know,Do not know,Yes,19 – 24,"20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
562,22:00  -  22:14,60567060,Lusaka,Lusaka district,Urban,Female,1,None,DE,Some high school,Anglican/Protestant,Unemployed [NOT SEEKING A JOB],Do not know,Do not know,Yes,19 – 24,"20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
563,21:30  -  21:44,60567060,Lusaka,Lusaka district,Urban,Female,1,None,DE,Some high school,Anglican/Protestant,Unemployed [NOT SEEKING A JOB],Do not know,Do not know,Yes,19 – 24,"20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
564,20:15  -  20:29,60567060,Lusaka,Lusaka district,Urban,Female,1,None,DE,Some high school,Anglican/Protestant,Unemployed [NOT SEEKING A JOB],Do not know,Do not know,Yes,19 – 24,"20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
565,21:15  -  21:29,60567060,Lusaka,Lusaka district,Urban,Female,1,None,DE,Some high school,Anglican/Protestant,Unemployed [NOT SEEKING A JOB],Do not know,Do not know,Yes,19 – 24,"20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
566,20:30  -  20:44,60567060,Lusaka,Lusaka district,Urban,Female,1,None,DE,Some high school,Anglican/Protestant,Unemployed [NOT SEEKING A JOB],Do not know,Do not know,Yes,19 – 24,"20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
567,22:30  -  22:44,60567060,Lusaka,Lusaka district,Urban,Female,1,None,DE,Some high school,Anglican/Protestant,Unemployed [NOT SEEKING A JOB],Do not know,Do not know,Yes,19 – 24,"20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
568,21:45  -  21:59,60567060,Lusaka,Lusaka district,Urban,Female,1,None,DE,Some high school,Anglican/Protestant,Unemployed [NOT SEEKING A JOB],Do not know,Do not know,Yes,19 – 24,"20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
569,22:45  -  22:59,60567060,Lusaka,Lusaka district,Urban,Female,1,None,DE,Some high school,Anglican/Protestant,Unemployed [NOT SEEKING A JOB],Do not know,Do not know,Yes,19 – 24,"20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
570,21:00  -  21:14,82033098,Eastern,Chipata,Rural,Male,1,None,DE,Completed high School,Other Christian,A subsistence farmer/fisherman,D,Do not know,No,35 – 44,"21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
571,22:00  -  22:14,82033098,Eastern,Chipata,Rural,Male,1,None,DE,Completed high School,Other Christian,A subsistence farmer/fisherman,D,Do not know,No,35 – 44,"21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
572,21:30  -  21:44,82033098,Eastern,Chipata,Rural,Male,1,None,DE,Completed high School,Other Christian,A subsistence farmer/fisherman,D,Do not know,No,35 – 44,"21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
573,21:15  -  21:29,82033098,Eastern,Chipata,Rural,Male,1,None,DE,Completed high School,Other Christian,A subsistence farmer/fisherman,D,Do not know,No,35 – 44,"21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
574,21:45  -  21:59,82033098,Eastern,Chipata,Rural,Male,1,None,DE,Completed high School,Other Christian,A subsistence farmer/fisherman,D,Do not know,No,35 – 44,"21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
575,16:45  -  16:59,82108125,North-Western,Solwezi,Urban,Female,0,None,DE,Some primary school,Other Christian,Do odd jobs or piece work,D,Under K 849,Yes,35 – 44,"14:00  -  14:14,16:45  -  16:59"
576,14:00  -  14:14,82108125,North-Western,Solwezi,Urban,Female,0,None,DE,Some primary school,Other Christian,Do odd jobs or piece work,D,Under K 849,Yes,35 – 44,"14:00  -  14:14,16:45  -  16:59"
577,16:45  -  16:59,82117684,Eastern,Chipata,Rural,Female,1,None,DE,Completed high School,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,No,19 – 24,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
578,17:00  -  17:14,82117684,Eastern,Chipata,Rural,Female,1,None,DE,Completed high School,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,No,19 – 24,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
579,15:30  -  15:44,82117684,Eastern,Chipata,Rural,Female,1,None,DE,Completed high School,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,No,19 – 24,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
580,15:00  -  15:14,82117684,Eastern,Chipata,Rural,Female,1,None,DE,Completed high School,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,No,19 – 24,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
581,15:15  -  15:29,82117684,Eastern,Chipata,Rural,Female,1,None,DE,Completed high School,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,No,19 – 24,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
582,16:15  -  16:29,82117684,Eastern,Chipata,Rural,Female,1,None,DE,Completed high School,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,No,19 – 24,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
583,16:00  -  16:14,82117684,Eastern,Chipata,Rural,Female,1,None,DE,Completed high School,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,No,19 – 24,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
584,15:45  -  15:59,82117684,Eastern,Chipata,Rural,Female,1,None,DE,Completed high School,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,No,19 – 24,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
585,16:30  -  16:44,82117684,Eastern,Chipata,Rural,Female,1,None,DE,Completed high School,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,No,19 – 24,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
586,19:00  -  19:14,82117686,Eastern,Chipata,Rural,Female,1,None,DE,Some high school,Other Christian,Student,D,Under K 849,No,19 – 24,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14"
587,18:45  -  18:59,82117686,Eastern,Chipata,Rural,Female,1,None,DE,Some high school,Other Christian,Student,D,Under K 849,No,19 – 24,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14"
588,17:15  -  17:29,82117686,Eastern,Chipata,Rural,Female,1,None,DE,Some high school,Other Christian,Student,D,Under K 849,No,19 – 24,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14"
589,17:00  -  17:14,82117686,Eastern,Chipata,Rural,Female,1,None,DE,Some high school,Other Christian,Student,D,Under K 849,No,19 – 24,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14"
590,18:15  -  18:29,82117686,Eastern,Chipata,Rural,Female,1,None,DE,Some high school,Other Christian,Student,D,Under K 849,No,19 – 24,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14"
591,18:00  -  18:14,82117686,Eastern,Chipata,Rural,Female,1,None,DE,Some high school,Other Christian,Student,D,Under K 849,No,19 – 24,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14"
592,18:30  -  18:44,82117686,Eastern,Chipata,Rural,Female,1,None,DE,Some high school,Other Christian,Student,D,Under K 849,No,19 – 24,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14"
593,17:45  -  17:59,82117686,Eastern,Chipata,Rural,Female,1,None,DE,Some high school,Other Christian,Student,D,Under K 849,No,19 – 24,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14"
594,17:30  -  17:44,82117686,Eastern,Chipata,Rural,Female,1,None,DE,Some high school,Other Christian,Student,D,Under K 849,No,19 – 24,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14"
595,11:00  -  11:14,82256859,Southern,Livingstone,Urban,Male,1,None,DE,Completed high School,Other Christian,Do odd jobs or piece work,D,Under K 849,No,25 – 34,"11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59"
596,11:15  -  11:29,82256859,Southern,Livingstone,Urban,Male,1,None,DE,Completed high School,Other Christian,Do odd jobs or piece work,D,Under K 849,No,25 – 34,"11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59"
597,11:30  -  11:44,82256859,Southern,Livingstone,Urban,Male,1,None,DE,Completed high School,Other Christian,Do odd jobs or piece work,D,Under K 849,No,25 – 34,"11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59"
598,11:45  -  11:59,82256859,Southern,Livingstone,Urban,Male,1,None,DE,Completed high School,Other Christian,Do odd jobs or piece work,D,Under K 849,No,25 – 34,"11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59"
599,12:45  -  12:59,82278707,Southern,Livingstone,Urban,Female,0,None,DE,Primary school completed,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,Yes,19 – 24,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59"
600,11:15  -  11:29,82278707,Southern,Livingstone,Urban,Female,0,None,DE,Primary school completed,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,Yes,19 – 24,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59"
601,12:15  -  12:29,82278707,Southern,Livingstone,Urban,Female,0,None,DE,Primary school completed,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,Yes,19 – 24,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59"
602,13:45  -  13:59,82278707,Southern,Livingstone,Urban,Female,0,None,DE,Primary school completed,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,Yes,19 – 24,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59"
603,12:30  -  12:44,82278707,Southern,Livingstone,Urban,Female,0,None,DE,Primary school completed,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,Yes,19 – 24,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59"
604,10:30  -  10:44,82278707,Southern,Livingstone,Urban,Female,0,None,DE,Primary school completed,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,Yes,19 – 24,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59"
605,11:30  -  11:44,82278707,Southern,Livingstone,Urban,Female,0,None,DE,Primary school completed,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,Yes,19 – 24,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59"
606,11:45  -  11:59,82278707,Southern,Livingstone,Urban,Female,0,None,DE,Primary school completed,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,Yes,19 – 24,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59"
607,13:00  -  13:14,82278707,Southern,Livingstone,Urban,Female,0,None,DE,Primary school completed,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,Yes,19 – 24,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59"
608,13:15  -  13:29,82278707,Southern,Livingstone,Urban,Female,0,None,DE,Primary school completed,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,Yes,19 – 24,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59"
609,11:00  -  11:14,82278707,Southern,Livingstone,Urban,Female,0,None,DE,Primary school completed,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,Yes,19 – 24,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59"
610,13:30  -  13:44,82278707,Southern,Livingstone,Urban,Female,0,None,DE,Primary school completed,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,Yes,19 – 24,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59"
611,10:45  -  10:59,82278707,Southern,Livingstone,Urban,Female,0,None,DE,Primary school completed,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,Yes,19 – 24,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59"
612,12:00  -  12:14,82278707,Southern,Livingstone,Urban,Female,0,None,DE,Primary school completed,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,Yes,19 – 24,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59"
613,10:00  -  10:14,82278707,Southern,Livingstone,Urban,Female,0,None,DE,Primary school completed,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,Yes,19 – 24,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59"
614,10:15  -  10:29,82278707,Southern,Livingstone,Urban,Female,0,None,DE,Primary school completed,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,Yes,19 – 24,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59"
615,16:45  -  16:59,82290979,Eastern,Chipata,Urban,Male,1,None,DE,Some high school,Other Christian,Working Full-Time,D,K 850-K 1674,No,35 – 44,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59"
616,15:30  -  15:44,82290979,Eastern,Chipata,Urban,Male,1,None,DE,Some high school,Other Christian,Working Full-Time,D,K 850-K 1674,No,35 – 44,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59"
617,15:00  -  15:14,82290979,Eastern,Chipata,Urban,Male,1,None,DE,Some high school,Other Christian,Working Full-Time,D,K 850-K 1674,No,35 – 44,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59"
618,15:15  -  15:29,82290979,Eastern,Chipata,Urban,Male,1,None,DE,Some high school,Other Christian,Working Full-Time,D,K 850-K 1674,No,35 – 44,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59"
619,16:15  -  16:29,82290979,Eastern,Chipata,Urban,Male,1,None,DE,Some high school,Other Christian,Working Full-Time,D,K 850-K 1674,No,35 – 44,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59"
620,16:00  -  16:14,82290979,Eastern,Chipata,Urban,Male,1,None,DE,Some high school,Other Christian,Working Full-Time,D,K 850-K 1674,No,35 – 44,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59"
