,Zambezi Magic  Tueday analysis,SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range,Zambezi Magic  Tueday
791,12:00  -  12:14,82290981,Eastern,Chipata,Urban,Female,1,None,C2,Some primary school,Other Christian,Other (specify),C2,Under K 849,Yes,35 – 44,"11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59"
792,12:30  -  12:44,82290981,Eastern,Chipata,Urban,Female,1,None,C2,Some primary school,Other Christian,Other (specify),C2,Under K 849,Yes,35 – 44,"11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59"
793,11:30  -  11:44,82290981,Eastern,Chipata,Urban,Female,1,None,C2,Some primary school,Other Christian,Other (specify),C2,Under K 849,Yes,35 – 44,"11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59"
794,14:00  -  14:14,82290981,Eastern,Chipata,Urban,Female,1,None,C2,Some primary school,Other Christian,Other (specify),C2,Under K 849,Yes,35 – 44,"11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59"
795,12:15  -  12:29,82290981,Eastern,Chipata,Urban,Female,1,None,C2,Some primary school,Other Christian,Other (specify),C2,Under K 849,Yes,35 – 44,"11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59"
796,17:45  -  17:59,82290983,Eastern,Chipata,Urban,Male,1,None,C2,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C2,Do not know,No,25 – 34,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59"
797,16:30  -  16:44,82290983,Eastern,Chipata,Urban,Male,1,None,C2,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C2,Do not know,No,25 – 34,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59"
798,16:15  -  16:29,82290983,Eastern,Chipata,Urban,Male,1,None,C2,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C2,Do not know,No,25 – 34,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59"
799,16:45  -  16:59,82290983,Eastern,Chipata,Urban,Male,1,None,C2,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C2,Do not know,No,25 – 34,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59"
800,17:30  -  17:44,82290983,Eastern,Chipata,Urban,Male,1,None,C2,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C2,Do not know,No,25 – 34,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59"
801,17:15  -  17:29,82290983,Eastern,Chipata,Urban,Male,1,None,C2,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C2,Do not know,No,25 – 34,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59"
802,16:00  -  16:14,82290983,Eastern,Chipata,Urban,Male,1,None,C2,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C2,Do not know,No,25 – 34,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59"
803,17:00  -  17:14,82290983,Eastern,Chipata,Urban,Male,1,None,C2,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C2,Do not know,No,25 – 34,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59"
804,22:15  -  22:29,82291924,Copperbelt,Kitwe,Urban,Female,3,None,C2,Completed high School,Other Christian,A housewife/househusband,C2,"K 1675- K2,499",Yes,25 – 34,"22:00  -  22:14,22:15  -  22:29,22:30  -  22:44"
805,22:30  -  22:44,82291924,Copperbelt,Kitwe,Urban,Female,3,None,C2,Completed high School,Other Christian,A housewife/househusband,C2,"K 1675- K2,499",Yes,25 – 34,"22:00  -  22:14,22:15  -  22:29,22:30  -  22:44"
806,22:00  -  22:14,82291924,Copperbelt,Kitwe,Urban,Female,3,None,C2,Completed high School,Other Christian,A housewife/househusband,C2,"K 1675- K2,499",Yes,25 – 34,"22:00  -  22:14,22:15  -  22:29,22:30  -  22:44"
807,9:00  -  9:14,82362069,North-Western,Solwezi,Rural,Male,1,None,C2,Some high school,Other Christian,A subsistence farmer/fisherman,C2,Under K 849,Yes,25 – 34,"8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44"
808,20:00  -  20:14,82362069,North-Western,Solwezi,Rural,Male,1,None,C2,Some high school,Other Christian,A subsistence farmer/fisherman,C2,Under K 849,Yes,25 – 34,"8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44"
809,20:30  -  20:44,82362069,North-Western,Solwezi,Rural,Male,1,None,C2,Some high school,Other Christian,A subsistence farmer/fisherman,C2,Under K 849,Yes,25 – 34,"8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44"
810,8:45  -  8:59,82362069,North-Western,Solwezi,Rural,Male,1,None,C2,Some high school,Other Christian,A subsistence farmer/fisherman,C2,Under K 849,Yes,25 – 34,"8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44"
811,20:15  -  20:29,82362069,North-Western,Solwezi,Rural,Male,1,None,C2,Some high school,Other Christian,A subsistence farmer/fisherman,C2,Under K 849,Yes,25 – 34,"8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44"
812,8:30  -  8:44,82362069,North-Western,Solwezi,Rural,Male,1,None,C2,Some high school,Other Christian,A subsistence farmer/fisherman,C2,Under K 849,Yes,25 – 34,"8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44"
813,21:45  -  21:59,82369700,Eastern,Chipata,Urban,Male,1,None,C2,Some primary school,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,No,35 – 44,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59"
814,20:00  -  20:14,82369700,Eastern,Chipata,Urban,Male,1,None,C2,Some primary school,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,No,35 – 44,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59"
815,20:30  -  20:44,82369700,Eastern,Chipata,Urban,Male,1,None,C2,Some primary school,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,No,35 – 44,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59"
816,20:45  -  20:59,82369700,Eastern,Chipata,Urban,Male,1,None,C2,Some primary school,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,No,35 – 44,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59"
817,21:15  -  21:29,82369700,Eastern,Chipata,Urban,Male,1,None,C2,Some primary school,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,No,35 – 44,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59"
818,20:15  -  20:29,82369700,Eastern,Chipata,Urban,Male,1,None,C2,Some primary school,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,No,35 – 44,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59"
819,21:00  -  21:14,82369700,Eastern,Chipata,Urban,Male,1,None,C2,Some primary school,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,No,35 – 44,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59"
820,21:30  -  21:44,82369700,Eastern,Chipata,Urban,Male,1,None,C2,Some primary school,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,No,35 – 44,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59"
821,22:15  -  22:29,82369701,Eastern,Chipata,Urban,Male,1,None,C2,Some high school,Other Christian,Self employed,C2,Under K 849,No,25 – 34,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14"
822,22:45  -  22:59,82369701,Eastern,Chipata,Urban,Male,1,None,C2,Some high school,Other Christian,Self employed,C2,Under K 849,No,25 – 34,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14"
823,21:45  -  21:59,82369701,Eastern,Chipata,Urban,Male,1,None,C2,Some high school,Other Christian,Self employed,C2,Under K 849,No,25 – 34,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14"
824,20:00  -  20:14,82369701,Eastern,Chipata,Urban,Male,1,None,C2,Some high school,Other Christian,Self employed,C2,Under K 849,No,25 – 34,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14"
825,20:30  -  20:44,82369701,Eastern,Chipata,Urban,Male,1,None,C2,Some high school,Other Christian,Self employed,C2,Under K 849,No,25 – 34,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14"
826,22:00  -  22:14,82369701,Eastern,Chipata,Urban,Male,1,None,C2,Some high school,Other Christian,Self employed,C2,Under K 849,No,25 – 34,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14"
827,20:45  -  20:59,82369701,Eastern,Chipata,Urban,Male,1,None,C2,Some high school,Other Christian,Self employed,C2,Under K 849,No,25 – 34,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14"
828,21:15  -  21:29,82369701,Eastern,Chipata,Urban,Male,1,None,C2,Some high school,Other Christian,Self employed,C2,Under K 849,No,25 – 34,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14"
829,20:15  -  20:29,82369701,Eastern,Chipata,Urban,Male,1,None,C2,Some high school,Other Christian,Self employed,C2,Under K 849,No,25 – 34,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14"
830,22:30  -  22:44,82369701,Eastern,Chipata,Urban,Male,1,None,C2,Some high school,Other Christian,Self employed,C2,Under K 849,No,25 – 34,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14"
831,23:00  -  23:14,82369701,Eastern,Chipata,Urban,Male,1,None,C2,Some high school,Other Christian,Self employed,C2,Under K 849,No,25 – 34,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14"
832,21:00  -  21:14,82369701,Eastern,Chipata,Urban,Male,1,None,C2,Some high school,Other Christian,Self employed,C2,Under K 849,No,25 – 34,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14"
833,21:30  -  21:44,82369701,Eastern,Chipata,Urban,Male,1,None,C2,Some high school,Other Christian,Self employed,C2,Under K 849,No,25 – 34,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14"
834,13:00  -  13:14,82449715,Copperbelt,Ndola,Urban,Female,1,None,C2,Some high school,Other Christian,Refused/ don’t know (DON’T READ),C2,Refusal [Do not show],Yes,25 – 34,13:00  -  13:14
835,22:15  -  22:29,60567060,Lusaka,Lusaka district,Urban,Female,1,None,DE,Some high school,Anglican/Protestant,Unemployed [NOT SEEKING A JOB],Do not know,Do not know,Yes,19 – 24,"20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
836,22:45  -  22:59,60567060,Lusaka,Lusaka district,Urban,Female,1,None,DE,Some high school,Anglican/Protestant,Unemployed [NOT SEEKING A JOB],Do not know,Do not know,Yes,19 – 24,"20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
837,21:45  -  21:59,60567060,Lusaka,Lusaka district,Urban,Female,1,None,DE,Some high school,Anglican/Protestant,Unemployed [NOT SEEKING A JOB],Do not know,Do not know,Yes,19 – 24,"20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
838,20:30  -  20:44,60567060,Lusaka,Lusaka district,Urban,Female,1,None,DE,Some high school,Anglican/Protestant,Unemployed [NOT SEEKING A JOB],Do not know,Do not know,Yes,19 – 24,"20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
839,22:00  -  22:14,60567060,Lusaka,Lusaka district,Urban,Female,1,None,DE,Some high school,Anglican/Protestant,Unemployed [NOT SEEKING A JOB],Do not know,Do not know,Yes,19 – 24,"20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
840,20:45  -  20:59,60567060,Lusaka,Lusaka district,Urban,Female,1,None,DE,Some high school,Anglican/Protestant,Unemployed [NOT SEEKING A JOB],Do not know,Do not know,Yes,19 – 24,"20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
841,21:15  -  21:29,60567060,Lusaka,Lusaka district,Urban,Female,1,None,DE,Some high school,Anglican/Protestant,Unemployed [NOT SEEKING A JOB],Do not know,Do not know,Yes,19 – 24,"20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
842,20:15  -  20:29,60567060,Lusaka,Lusaka district,Urban,Female,1,None,DE,Some high school,Anglican/Protestant,Unemployed [NOT SEEKING A JOB],Do not know,Do not know,Yes,19 – 24,"20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
843,22:30  -  22:44,60567060,Lusaka,Lusaka district,Urban,Female,1,None,DE,Some high school,Anglican/Protestant,Unemployed [NOT SEEKING A JOB],Do not know,Do not know,Yes,19 – 24,"20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
844,21:00  -  21:14,60567060,Lusaka,Lusaka district,Urban,Female,1,None,DE,Some high school,Anglican/Protestant,Unemployed [NOT SEEKING A JOB],Do not know,Do not know,Yes,19 – 24,"20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
845,21:30  -  21:44,60567060,Lusaka,Lusaka district,Urban,Female,1,None,DE,Some high school,Anglican/Protestant,Unemployed [NOT SEEKING A JOB],Do not know,Do not know,Yes,19 – 24,"20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
846,9:00  -  9:14,60582293,Copperbelt,Chingola,Rural,Female,0,None,DE,No formal education,Other Christian,Unemployed [SEEKING A JOB],Do not know,Under K 849,No,15 – 18,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29"
847,9:15  -  9:29,60582293,Copperbelt,Chingola,Rural,Female,0,None,DE,No formal education,Other Christian,Unemployed [SEEKING A JOB],Do not know,Under K 849,No,15 – 18,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29"
848,10:15  -  10:29,60582293,Copperbelt,Chingola,Rural,Female,0,None,DE,No formal education,Other Christian,Unemployed [SEEKING A JOB],Do not know,Under K 849,No,15 – 18,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29"
849,9:30  -  9:44,60582293,Copperbelt,Chingola,Rural,Female,0,None,DE,No formal education,Other Christian,Unemployed [SEEKING A JOB],Do not know,Under K 849,No,15 – 18,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29"
850,10:00  -  10:14,60582293,Copperbelt,Chingola,Rural,Female,0,None,DE,No formal education,Other Christian,Unemployed [SEEKING A JOB],Do not know,Under K 849,No,15 – 18,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29"
851,9:45  -  9:59,60582293,Copperbelt,Chingola,Rural,Female,0,None,DE,No formal education,Other Christian,Unemployed [SEEKING A JOB],Do not know,Under K 849,No,15 – 18,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29"
852,21:45  -  21:59,82033098,Eastern,Chipata,Rural,Male,1,None,DE,Completed high School,Other Christian,A subsistence farmer/fisherman,D,Do not know,No,35 – 44,"21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
853,22:00  -  22:14,82033098,Eastern,Chipata,Rural,Male,1,None,DE,Completed high School,Other Christian,A subsistence farmer/fisherman,D,Do not know,No,35 – 44,"21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
854,21:15  -  21:29,82033098,Eastern,Chipata,Rural,Male,1,None,DE,Completed high School,Other Christian,A subsistence farmer/fisherman,D,Do not know,No,35 – 44,"21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
855,21:00  -  21:14,82033098,Eastern,Chipata,Rural,Male,1,None,DE,Completed high School,Other Christian,A subsistence farmer/fisherman,D,Do not know,No,35 – 44,"21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
856,21:30  -  21:44,82033098,Eastern,Chipata,Rural,Male,1,None,DE,Completed high School,Other Christian,A subsistence farmer/fisherman,D,Do not know,No,35 – 44,"21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
857,14:00  -  14:14,82108125,North-Western,Solwezi,Urban,Female,0,None,DE,Some primary school,Other Christian,Do odd jobs or piece work,D,Under K 849,Yes,35 – 44,"14:00  -  14:14,16:45  -  16:59"
858,16:45  -  16:59,82108125,North-Western,Solwezi,Urban,Female,0,None,DE,Some primary school,Other Christian,Do odd jobs or piece work,D,Under K 849,Yes,35 – 44,"14:00  -  14:14,16:45  -  16:59"
859,15:15  -  15:29,82117684,Eastern,Chipata,Rural,Female,1,None,DE,Completed high School,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,No,19 – 24,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
860,15:45  -  15:59,82117684,Eastern,Chipata,Rural,Female,1,None,DE,Completed high School,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,No,19 – 24,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
861,16:30  -  16:44,82117684,Eastern,Chipata,Rural,Female,1,None,DE,Completed high School,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,No,19 – 24,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
