SbjNum,Where Radio was Accessed P7D,Usuall Access to Radio,6 am to 9 am,9 am to 12 pm,12 pm to 3 pm,3 pm to 6 pm,6 pm to 9 pm,9 pm to 1 am,1 am to 6 am,Favourite Radio Station,Reasons for Favourite Radio Station,Preferred Day of the Week for Favourite Station,Type of Radio Programmes Liked,Other Types of Radio Programmes Liked,Preferred time for Music on radio,Other Preferred time for Music on radio,Stations Availability in your Area
82111073,At homeAnother household (friendsrelatives house),On a radio,7 days per week,2 days per week,3 days per week,1 day per week,Less than that,4 days per week,Do not listen at this time,Radio 1,i like it because of their phone in programming and the drama kiswapako,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","News/current affairs,Music shows,Agricultural issues,Radio drama,Religious,Health issues e.g. HIV / AIDS,Politics,Gender issues,Social/community programs e.g. people with special needs,", , , , 
82111074,At home,On a radio,7 days per week,1 day per week,4 days per week,Less than that,Less than that,1 day per week,2 days per week,Radio Christian Voice,i like listening to the word of God on the radio,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday","News/current affairs,Religious,", , , , 
82111077,At home,On a radio,7 days per week,1 day per week,5 days per week,1 day per week,Less than that,Less than that,7 days per week,Radio 2,i like the programming,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday","News/current affairs,Music shows,Agricultural issues,Radio drama,Health issues e.g. HIV / AIDS,Gender issues,Social/community programs e.g. people with special needs,Environmental issues,", , , , 
82111079,At home,On a radio,7 days per week,1 day per week,2 days per week,1 day per week,1 day per week,6 days per week,Less than that,Beats,the coverage is very good and they play good music,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday","News/current affairs,Agricultural issues,Radio drama,Health issues e.g. HIV / AIDS,Gender issues,Social/community programs e.g. people with special needs,Environmental issues,", , , , 
82111080,At homeIn a car-privateBus,On a radioOn a mobile phone,3 days per week,5 days per week,4 days per week,2 days per week,2 days per week,2 days per week,Less than that,Radio 1,nice programming and i like the educative programs,"Tuesday,Wednesday,Thursday,Saturday","Radio drama,Developmental issues e.g. building of roads,Health issues e.g. HIV / AIDS,Social/community programs e.g. people with special needs,Environmental issues,", , , , 
82112241,At homeAt work (officefield etc),On a radioOn a mobile phone,7 days per week,Do not listen at this time,Do not listen at this time,Do not listen at this time,7 days per week,2 days per week,Do not listen at this time,Radio Christian Voice,"Because of the gospel music they play and the sermons and there's also a program that comes on Saturday for sports ""back page""","Monday,Tuesday,Wednesday,Thursday,Friday,Saturday","News/current affairs,Music shows,Sports Commentaries,Religious,Politics,Gender issues,Other (specify),", , , , 
82113725,At home,On a mobile phone,Do not listen at this time,Do not listen at this time,Do not listen at this time,Do not listen at this time,4 days per week,Do not listen at this time,Do not listen at this time,Mosi-0-Tunya,"they speak local language TongaI love the music they play,","Monday,Tuesday,Wednesday,Friday","News/current affairs,Music shows,Religious,", , , , 
82113727,At home,On a mobile phone,6 days per week,5 days per week,Less than that,3 days per week,3 days per week,3 days per week,Do not listen at this time,Zambezi,they play good music and their news is always perfect.,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday","News/current affairs,Music shows,Sports Commentaries,Agricultural issues,Radio drama,Developmental issues e.g. building of roads,Health issues e.g. HIV / AIDS,Politics,Social/community programs e.g. people with special needs,", , , , 
82117684,At home,On a radio,1 day per week,2 days per week,1 day per week,4 days per week,6 days per week,4 days per week,2 days per week,Breeze,The programms they have is goodentertaining,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday","News/current affairs,Agricultural issues,Social/community programs e.g. people with special needs,", , , , 
82117685,At home,On a radioOn a mobile phone,4 days per week,1 day per week,4 days per week,3 days per week,6 days per week,4 days per week,1 day per week,Feel Free,we hear marital issuesgood songsthey teach on good morals,Wednesday,"Agricultural issues,Developmental issues e.g. building of roads,Religious,Health issues e.g. HIV / AIDS,Gender issues,Social/community programs e.g. people with special needs,Environmental issues,", , , , 
82117686,At home,On a radioOn a mobile phone,6 days per week,7 days per week,5 days per week,7 days per week,4 days per week,6 days per week,5 days per week,Feel Free,i like musiccurrent affairsdrama on saturday,Saturday,"Music shows,Radio drama,Developmental issues e.g. building of roads,Religious,Health issues e.g. HIV / AIDS,Gender issues,", , , , 
82117687,At home,On a mobile phone,2 days per week,3 days per week,2 days per week,1 day per week,5 days per week,4 days per week,4 days per week,Radio 2,it brings educative programmsinform and entertains me,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday","News/current affairs,Agricultural issues,Radio drama,Developmental issues e.g. building of roads,Religious,Health issues e.g. HIV / AIDS,Gender issues,Social/community programs e.g. people with special needs,Environmental issues,", , , , 
82117688,At home,On a radio,4 days per week,7 days per week,3 days per week,7 days per week,7 days per week,5 days per week,6 days per week,Breeze,i just like there programmsthey encourage us to listern,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday","News/current affairs,Music shows,Radio drama,Gender issues,", , , , 
82117689,At homeAnother household (friendsrelatives house)At work (officefield etc),On a radioFree to Air (satellite)On a mobile phone,7 days per week,7 days per week,7 days per week,7 days per week,7 days per week,7 days per week,7 days per week,Breeze,they talk about familly issues,"Saturday,Sunday","News/current affairs,Radio drama,Religious,", , , , 
82117690,At home,On a radio,7 days per week,5 days per week,7 days per week,5 days per week,4 days per week,3 days per week,7 days per week,Feel Free,it has good programms,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday","Agricultural issues,Radio drama,Religious,Health issues e.g. HIV / AIDS,Social/community programs e.g. people with special needs,Environmental issues,", , , , 
82176615,At home,On a mobile phone,7 days per week,7 days per week,7 days per week,Do not listen at this time,Do not listen at this time,Do not listen at this time,Do not listen at this time,Maria,The news comes at an appropriate time when im awake and the signal is good.,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday","News/current affairs,Music shows,", , , , 
82176616,At home,On a mobile phone,Do not listen at this time,Do not listen at this time,Do not listen at this time,7 days per week,7 days per week,Do not listen at this time,Do not listen at this time,Maria,it encourages me spiritually qnd guides me  on family growth through spiritual principles,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday","News/current affairs,Music shows,Sports Commentaries,Agricultural issues,Radio drama,Developmental issues e.g. building of roads,Children's programs,Religious,Health issues e.g. HIV / AIDS,Gender issues,Social/community programs e.g. people with special needs,", , , , 
82176617,At homeAt work (officefield etc)In a restaurant,On a mobile phone,7 days per week,7 days per week,7 days per week,Less than that,7 days per week,7 days per week,Less than that,Breeze,i love to listen to theur news and programmes concerning agriculture,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","News/current affairs,Music shows,Agricultural issues,Radio drama,Children's programs,Religious,Health issues e.g. HIV / AIDS,Politics,Gender issues,Social/community programs e.g. people with special needs,Environmental issues,", , , , 
82176618,At homeIn a car-private,On a radioOn a mobile phone,7 days per week,7 days per week,7 days per week,6 days per week,Less than that,7 days per week,Do not listen at this time,Maria,l love the programmes .they encourage me spiritually,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday","News/current affairs,Music shows,Sports Commentaries,Agricultural issues,Radio drama,Religious,Politics,Gender issues,Environmental issues,", , , , 
82178617,At home,On a radioPay TV eg. DSTV,Less than that,Less than that,Less than that,Less than that,5 days per week,Less than that,Less than that,Sun,it has got a strong network,"Monday,Wednesday,Friday,Sunday","News/current affairs,Music shows,Health issues e.g. HIV / AIDS,", , , , 
82178833,At homeAnother household (friendsrelatives house)In a market plac,On a radio,7 days per week,6 days per week,4 days per week,1 day per week,1 day per week,1 day per week,1 day per week,Radio Christian Voice,i enjoy the word of God very much,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday","News/current affairs,Music shows,Agricultural issues,Radio drama,Developmental issues e.g. building of roads,Religious,Health issues e.g. HIV / AIDS,Gender issues,Social/community programs e.g. people with special needs,Environmental issues,", , , , 
82179280,At homeIn a market placPublic van,On a radioOn a mobile phone,6 days per week,4 days per week,6 days per week,7 days per week,2 days per week,2 days per week,5 days per week,Radio Christian Voice,its full of christian stories,"Monday,Tuesday,Friday,Sunday","Sports Commentaries,Developmental issues e.g. building of roads,Religious,", , , , 
82180022,At home,On a radio,Less than that,Less than that,Less than that,Less than that,5 days per week,Less than that,Less than that,Chimwemwe,it reaches my needs,"Monday,Tuesday,Wednesday,Thursday,Friday","Music shows,Radio drama,Social/community programs e.g. people with special needs,", , , , 
82180488,,,,,,,,,,,,,",", , , , 
82180574,At homeAnother household (friendsrelatives house)At work (officefield etc),On a radioOn a mobile phone,7 days per week,Less than that,5 days per week,3 days per week,1 day per week,3 days per week,Less than that,Radio 1,i enjoy music from my home village,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday","News/current affairs,Agricultural issues,Radio drama,Developmental issues e.g. building of roads,Gender issues,Social/community programs e.g. people with special needs,Environmental issues,", , , , 
82181716,At home,On a radioOn a mobile phone,Do not listen at this time,2 days per week,6 days per week,7 days per week,7 days per week,3 days per week,Do not listen at this time,Flava FM,they play good music,"Monday,Tuesday","Music shows,", , , , 
82181719,At home,On a radio,Less than that,Less than that,Less than that,Less than that,5 days per week,Less than that,Less than that,Chimwemwe,i just like it like that,"Monday,Tuesday,Wednesday,Thursday,Friday","Sports Commentaries,Children's programs,Social/community programs e.g. people with special needs,", , , , 
82182246,,,,,,,,,,,,,",", , , , 
82182407,At homePublic van,On a radioOn a mobile phone,7 days per week,4 days per week,5 days per week,4 days per week,4 days per week,5 days per week,4 days per week,Sun,its qauit good inteam of programes,"Monday,Tuesday,Friday,Saturday","Radio drama,Developmental issues e.g. building of roads,Health issues e.g. HIV / AIDS,Gender issues,Environmental issues,", , , , 
82182736,At home,On a mobile phone,6 days per week,Less than that,Less than that,6 days per week,2 days per week,2 days per week,Do not listen at this time,Radio 1,it has good coverage,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday","News/current affairs,Sports Commentaries,Agricultural issues,Radio drama,Developmental issues e.g. building of roads,Health issues e.g. HIV / AIDS,Gender issues,Social/community programs e.g. people with special needs,Environmental issues,", , , , 
