,African magic  Friday analysis,SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range,African magic  Friday
895,10:45  -  10:59,82210558,Eastern,Chipata,Rural,Male,3,None,C2,Completed high School,Other Christian,Other (specify),C2,"K 1675- K2,499",No,25 – 34,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14"
896,12:00  -  12:14,82210558,Eastern,Chipata,Rural,Male,3,None,C2,Completed high School,Other Christian,Other (specify),C2,"K 1675- K2,499",No,25 – 34,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14"
897,10:00  -  10:14,82210558,Eastern,Chipata,Rural,Male,3,None,C2,Completed high School,Other Christian,Other (specify),C2,"K 1675- K2,499",No,25 – 34,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14"
898,10:15  -  10:29,82210558,Eastern,Chipata,Rural,Male,3,None,C2,Completed high School,Other Christian,Other (specify),C2,"K 1675- K2,499",No,25 – 34,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14"
899,19:00  -  19:14,82213890,Eastern,Chipata,Urban,Male,0,None,C2,Some high school,Other Christian,Student,C2,Under K 849,No,19 – 24,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59"
900,18:45  -  18:59,82213890,Eastern,Chipata,Urban,Male,0,None,C2,Some high school,Other Christian,Student,C2,Under K 849,No,19 – 24,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59"
901,19:45  -  19:59,82213890,Eastern,Chipata,Urban,Male,0,None,C2,Some high school,Other Christian,Student,C2,Under K 849,No,19 – 24,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59"
902,18:15  -  18:29,82213890,Eastern,Chipata,Urban,Male,0,None,C2,Some high school,Other Christian,Student,C2,Under K 849,No,19 – 24,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59"
903,18:00  -  18:14,82213890,Eastern,Chipata,Urban,Male,0,None,C2,Some high school,Other Christian,Student,C2,Under K 849,No,19 – 24,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59"
904,19:15  -  19:29,82213890,Eastern,Chipata,Urban,Male,0,None,C2,Some high school,Other Christian,Student,C2,Under K 849,No,19 – 24,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59"
905,18:30  -  18:44,82213890,Eastern,Chipata,Urban,Male,0,None,C2,Some high school,Other Christian,Student,C2,Under K 849,No,19 – 24,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59"
906,19:30  -  19:44,82213890,Eastern,Chipata,Urban,Male,0,None,C2,Some high school,Other Christian,Student,C2,Under K 849,No,19 – 24,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59"
907,19:00  -  19:14,82274452,Copperbelt,Kitwe,Urban,Female,1,None,C2,Primary school completed,Other Christian,A business owner,C2,K 850-K 1674,No,35 – 44,19:00  -  19:14
908,19:00  -  19:14,82290977,Eastern,Chipata,Urban,Male,1,None,C2,Primary school completed,Other Christian,Other (specify),C2,Under K 849,No,25 – 34,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29"
909,19:45  -  19:59,82290977,Eastern,Chipata,Urban,Male,1,None,C2,Primary school completed,Other Christian,Other (specify),C2,Under K 849,No,25 – 34,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29"
910,20:15  -  20:29,82290977,Eastern,Chipata,Urban,Male,1,None,C2,Primary school completed,Other Christian,Other (specify),C2,Under K 849,No,25 – 34,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29"
911,19:15  -  19:29,82290977,Eastern,Chipata,Urban,Male,1,None,C2,Primary school completed,Other Christian,Other (specify),C2,Under K 849,No,25 – 34,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29"
912,20:00  -  20:14,82290977,Eastern,Chipata,Urban,Male,1,None,C2,Primary school completed,Other Christian,Other (specify),C2,Under K 849,No,25 – 34,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29"
913,19:30  -  19:44,82290977,Eastern,Chipata,Urban,Male,1,None,C2,Primary school completed,Other Christian,Other (specify),C2,Under K 849,No,25 – 34,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29"
914,12:45  -  12:59,82290981,Eastern,Chipata,Urban,Female,1,None,C2,Some primary school,Other Christian,Other (specify),C2,Under K 849,Yes,35 – 44,"11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59"
915,13:45  -  13:59,82290981,Eastern,Chipata,Urban,Female,1,None,C2,Some primary school,Other Christian,Other (specify),C2,Under K 849,Yes,35 – 44,"11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59"
916,14:00  -  14:14,82290981,Eastern,Chipata,Urban,Female,1,None,C2,Some primary school,Other Christian,Other (specify),C2,Under K 849,Yes,35 – 44,"11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59"
917,12:30  -  12:44,82290981,Eastern,Chipata,Urban,Female,1,None,C2,Some primary school,Other Christian,Other (specify),C2,Under K 849,Yes,35 – 44,"11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59"
918,14:30  -  14:44,82290981,Eastern,Chipata,Urban,Female,1,None,C2,Some primary school,Other Christian,Other (specify),C2,Under K 849,Yes,35 – 44,"11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59"
919,11:30  -  11:44,82290981,Eastern,Chipata,Urban,Female,1,None,C2,Some primary school,Other Christian,Other (specify),C2,Under K 849,Yes,35 – 44,"11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59"
920,14:15  -  14:29,82290981,Eastern,Chipata,Urban,Female,1,None,C2,Some primary school,Other Christian,Other (specify),C2,Under K 849,Yes,35 – 44,"11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59"
921,11:45  -  11:59,82290981,Eastern,Chipata,Urban,Female,1,None,C2,Some primary school,Other Christian,Other (specify),C2,Under K 849,Yes,35 – 44,"11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59"
922,13:00  -  13:14,82290981,Eastern,Chipata,Urban,Female,1,None,C2,Some primary school,Other Christian,Other (specify),C2,Under K 849,Yes,35 – 44,"11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59"
923,13:15  -  13:29,82290981,Eastern,Chipata,Urban,Female,1,None,C2,Some primary school,Other Christian,Other (specify),C2,Under K 849,Yes,35 – 44,"11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59"
924,13:30  -  13:44,82290981,Eastern,Chipata,Urban,Female,1,None,C2,Some primary school,Other Christian,Other (specify),C2,Under K 849,Yes,35 – 44,"11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59"
925,12:00  -  12:14,82290981,Eastern,Chipata,Urban,Female,1,None,C2,Some primary school,Other Christian,Other (specify),C2,Under K 849,Yes,35 – 44,"11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59"
926,14:45  -  14:59,82290981,Eastern,Chipata,Urban,Female,1,None,C2,Some primary school,Other Christian,Other (specify),C2,Under K 849,Yes,35 – 44,"11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59"
927,12:15  -  12:29,82290981,Eastern,Chipata,Urban,Female,1,None,C2,Some primary school,Other Christian,Other (specify),C2,Under K 849,Yes,35 – 44,"11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59"
928,17:15  -  17:29,82290983,Eastern,Chipata,Urban,Male,1,None,C2,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C2,Do not know,No,25 – 34,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59"
929,16:45  -  16:59,82290983,Eastern,Chipata,Urban,Male,1,None,C2,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C2,Do not know,No,25 – 34,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59"
930,17:00  -  17:14,82290983,Eastern,Chipata,Urban,Male,1,None,C2,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C2,Do not know,No,25 – 34,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59"
931,16:15  -  16:29,82290983,Eastern,Chipata,Urban,Male,1,None,C2,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C2,Do not know,No,25 – 34,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59"
932,17:45  -  17:59,82290983,Eastern,Chipata,Urban,Male,1,None,C2,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C2,Do not know,No,25 – 34,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59"
933,17:30  -  17:44,82290983,Eastern,Chipata,Urban,Male,1,None,C2,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C2,Do not know,No,25 – 34,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59"
934,16:00  -  16:14,82290983,Eastern,Chipata,Urban,Male,1,None,C2,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C2,Do not know,No,25 – 34,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59"
935,16:30  -  16:44,82290983,Eastern,Chipata,Urban,Male,1,None,C2,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C2,Do not know,No,25 – 34,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59"
936,22:00  -  22:14,82291924,Copperbelt,Kitwe,Urban,Female,3,None,C2,Completed high School,Other Christian,A housewife/househusband,C2,"K 1675- K2,499",Yes,25 – 34,"22:00  -  22:14,22:15  -  22:29,22:30  -  22:44"
937,22:15  -  22:29,82291924,Copperbelt,Kitwe,Urban,Female,3,None,C2,Completed high School,Other Christian,A housewife/househusband,C2,"K 1675- K2,499",Yes,25 – 34,"22:00  -  22:14,22:15  -  22:29,22:30  -  22:44"
938,22:30  -  22:44,82291924,Copperbelt,Kitwe,Urban,Female,3,None,C2,Completed high School,Other Christian,A housewife/househusband,C2,"K 1675- K2,499",Yes,25 – 34,"22:00  -  22:14,22:15  -  22:29,22:30  -  22:44"
939,8:30  -  8:44,82362069,North-Western,Solwezi,Rural,Male,1,None,C2,Some high school,Other Christian,A subsistence farmer/fisherman,C2,Under K 849,Yes,25 – 34,"8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44"
940,8:45  -  8:59,82362069,North-Western,Solwezi,Rural,Male,1,None,C2,Some high school,Other Christian,A subsistence farmer/fisherman,C2,Under K 849,Yes,25 – 34,"8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44"
941,20:15  -  20:29,82362069,North-Western,Solwezi,Rural,Male,1,None,C2,Some high school,Other Christian,A subsistence farmer/fisherman,C2,Under K 849,Yes,25 – 34,"8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44"
942,20:30  -  20:44,82362069,North-Western,Solwezi,Rural,Male,1,None,C2,Some high school,Other Christian,A subsistence farmer/fisherman,C2,Under K 849,Yes,25 – 34,"8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44"
943,9:00  -  9:14,82362069,North-Western,Solwezi,Rural,Male,1,None,C2,Some high school,Other Christian,A subsistence farmer/fisherman,C2,Under K 849,Yes,25 – 34,"8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44"
944,20:00  -  20:14,82362069,North-Western,Solwezi,Rural,Male,1,None,C2,Some high school,Other Christian,A subsistence farmer/fisherman,C2,Under K 849,Yes,25 – 34,"8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44"
945,21:00  -  21:14,82369700,Eastern,Chipata,Urban,Male,1,None,C2,Some primary school,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,No,35 – 44,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59"
946,20:45  -  20:59,82369700,Eastern,Chipata,Urban,Male,1,None,C2,Some primary school,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,No,35 – 44,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59"
947,21:30  -  21:44,82369700,Eastern,Chipata,Urban,Male,1,None,C2,Some primary school,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,No,35 – 44,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59"
948,20:15  -  20:29,82369700,Eastern,Chipata,Urban,Male,1,None,C2,Some primary school,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,No,35 – 44,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59"
949,21:15  -  21:29,82369700,Eastern,Chipata,Urban,Male,1,None,C2,Some primary school,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,No,35 – 44,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59"
950,20:30  -  20:44,82369700,Eastern,Chipata,Urban,Male,1,None,C2,Some primary school,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,No,35 – 44,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59"
951,21:45  -  21:59,82369700,Eastern,Chipata,Urban,Male,1,None,C2,Some primary school,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,No,35 – 44,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59"
952,20:00  -  20:14,82369700,Eastern,Chipata,Urban,Male,1,None,C2,Some primary school,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,No,35 – 44,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59"
953,22:15  -  22:29,82369701,Eastern,Chipata,Urban,Male,1,None,C2,Some high school,Other Christian,Self employed,C2,Under K 849,No,25 – 34,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14"
954,21:00  -  21:14,82369701,Eastern,Chipata,Urban,Male,1,None,C2,Some high school,Other Christian,Self employed,C2,Under K 849,No,25 – 34,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14"
955,23:00  -  23:14,82369701,Eastern,Chipata,Urban,Male,1,None,C2,Some high school,Other Christian,Self employed,C2,Under K 849,No,25 – 34,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14"
956,20:45  -  20:59,82369701,Eastern,Chipata,Urban,Male,1,None,C2,Some high school,Other Christian,Self employed,C2,Under K 849,No,25 – 34,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14"
957,22:00  -  22:14,82369701,Eastern,Chipata,Urban,Male,1,None,C2,Some high school,Other Christian,Self employed,C2,Under K 849,No,25 – 34,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14"
958,21:30  -  21:44,82369701,Eastern,Chipata,Urban,Male,1,None,C2,Some high school,Other Christian,Self employed,C2,Under K 849,No,25 – 34,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14"
959,20:15  -  20:29,82369701,Eastern,Chipata,Urban,Male,1,None,C2,Some high school,Other Christian,Self employed,C2,Under K 849,No,25 – 34,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14"
960,21:15  -  21:29,82369701,Eastern,Chipata,Urban,Male,1,None,C2,Some high school,Other Christian,Self employed,C2,Under K 849,No,25 – 34,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14"
961,20:30  -  20:44,82369701,Eastern,Chipata,Urban,Male,1,None,C2,Some high school,Other Christian,Self employed,C2,Under K 849,No,25 – 34,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14"
962,22:30  -  22:44,82369701,Eastern,Chipata,Urban,Male,1,None,C2,Some high school,Other Christian,Self employed,C2,Under K 849,No,25 – 34,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14"
963,21:45  -  21:59,82369701,Eastern,Chipata,Urban,Male,1,None,C2,Some high school,Other Christian,Self employed,C2,Under K 849,No,25 – 34,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14"
964,22:45  -  22:59,82369701,Eastern,Chipata,Urban,Male,1,None,C2,Some high school,Other Christian,Self employed,C2,Under K 849,No,25 – 34,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14"
